median,mean,std,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,6.11276764852487e-06,6.98648634271249e-05,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,2.79731788640164e-05,0.000383734507612698,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
-1.3028946e-05,-1.30430064984295e-05,1.37226064943894e-07,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,0,0,1_1_1_34_RXN_c
0,3.81532602547184e-05,0.000543735513271549,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,1.64765195875455e-05,0.000415292130669592,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0.000888878,0.00137817449712194,0.00215971794636967,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,0,0,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
0.0200047145232201,0.0208043441082617,0.00249463270496663,1_18_1_2_RXN_p
0,-7.09138747158044e-15,7.09138747158043e-13,1_2_1_1_RXN_c
-0.00383435304443992,-0.00360064414122782,0.00168717536929371,1_2_1_13_RXN_p
0,8.18908563711048e-07,1.94275737194546e-05,1_2_1_2_RXN_m
0,1.41191339215179e-05,6.85848317980388e-05,1_2_1_2_RXN_p
0,8.55093367767032e-06,8.57542468447756e-05,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0.004900634833,0.00401472595895501,0.0020718804339002,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,3.27381101849008e-05,0.000177118404437652,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,0,0,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
2.74691e-05,2.74690999258668e-05,2.27652803334599e-12,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,2.45323354901346e-05,0.00050452209484865,1_5_1_7_RXN_c
0,-4.25071717648855e-05,0.00052375830985843,1_5_1_8_RXN_c
0,1.79748362610252e-05,0.000143743662765685,1_5_1_9_RXN_c
0,0.000106694904569292,0.000784351323973042,1_5_5_1_RXN_m
0,9.16820141323003e-06,0.000136627257402596,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
8.71155e-05,9.43120160197469e-05,7.83239247508468e-05,1_8_4_9_RXN_p
0,3.64365107342205e-05,0.000266310808008141,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,1.31472696323509e-05,0.000163757955769738,1_8_5_1_RXN_p
0,7.20693190628195e-06,0.000111149660895793,1_8_5_1_RXN_x
-3.96253e-05,-5.45220537690647e-05,8.19701400818154e-05,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
0.00246053536666669,0.00254691463477829,0.000248530553878339,1TRANSKETO_RXN_p
0,1.79748362610252e-05,0.000143743662765685,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,1.47336278517573e-15,1.1811822434904e-12,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
0.000182545,0.000195629755055008,0.000106830500212372,2_ISOPROPYLMALATESYN_RXN_p
0,1.79748362610252e-05,0.000143743662765685,2_KETO_ADIPATE_DEHYDROG_RXN_m
8.66496e-05,-1.28106562663618e-05,0.00044218492819869,2_KETOGLUTARATE_xc
0,6.11276764852487e-06,6.98648634271249e-05,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,0,0,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.00144711859959451,0.00146199757972685,6.91119670660835e-05,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,1.73936193001408e-05,0.000302786197463982,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
0.00063188452,0.000728652341239729,0.000709241257290503,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
0.00026180518,0.00030364442407392,0.000481534436836027,2_4_1_67_RXN_c
0.00037007934,0.00041082611457917,0.00046708330394237,2_4_1_82_RXN_c
0.0002007314,0.000206613932800938,5.21878383573939e-05,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,1.73682845472056e-15,1.73682845472054e-13,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,0,0,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
0,-4.203965018305e-14,2.4789713943674e-12,2_6_1_58_RXN_c
0,1.73682845472056e-15,1.73682845472054e-13,2_6_1_80_RXN_c
0,4.15137619950011e-05,0.000663493491751678,2_7_1_133_RXN_c
0,5.46298133919708e-05,0.000305039005289,2_7_1_134_RXN_c
0,2.80684573167092e-05,0.000543806966138511,2_7_1_139_RXN_c
0,2.06018258008811e-15,2.06018258008812e-13,2_7_1_140_RXN_c
0,-9.4778510893165e-15,8.10507924008329e-13,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
0.004069804471,0.00386407400981547,0.00128888455999678,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,1.43498348951933e-05,0.000275810273739728,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
2.6678318e-05,5.15122503580254e-05,0.000521400676835598,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,1.38195928971371e-05,0.000270702393581695,2_7_7_15_RXN_c
0,7.64896189107313e-07,4.46738206110063e-06,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,-9.4778510893165e-15,8.10507924008329e-13,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,6.11276764852487e-06,6.98648634271249e-05,2KETO_3METHYLVALERATE_RXN_m
0,1.30847550732588e-05,0.000106830500210135,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,3.06848997249851e-05,0.000240417705284607,2KETOBUTYRYL_TRANS_mc
0,1.79748362610252e-05,0.000143743662765685,2KG_2K_ADIPATE_mc
