median,mean,std,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,7.80966286768874e-06,7.44363567612832e-05,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,2.91917048898848e-05,0.000365632235780075,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
-0.00013731984,-0.000137477607374754,1.49182493802501e-06,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,-2.7151257992422e-13,2.71512579924216e-11,1_1_1_34_RXN_c
0,1.93079749067145e-05,0.000405962263674468,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,1.80249896635043e-05,0.000404088672893286,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0.0295627489,0.0284900854332282,0.00203525917232803,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,-2.70937225918753e-14,2.70937225918746e-12,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,1.50802735202722e-13,1.06673443557867e-11,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
0.01288484225,0.0123794155454279,0.00171069998841853,1_18_1_2_RXN_p
0,-4.79595428228824e-14,4.79595428228837e-12,1_2_1_1_RXN_c
0,0,0,1_2_1_13_RXN_p
0,1.80183475122334e-05,8.73161755640026e-05,1_2_1_2_RXN_m
0,9.43577614390752e-07,2.37634997961727e-05,1_2_1_2_RXN_p
0,1.45965365544228e-05,0.000111490057139632,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0,0.000661916586930372,0.00122085439236578,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,2.27387266917365e-05,0.000144051729667793,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,0,0,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
9.14604e-05,9.14603999475654e-05,1.21993958766274e-11,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,3.15317621466305e-05,0.000534444840513517,1_5_1_7_RXN_c
0,-4.98794028478614e-05,0.000552317822336532,1_5_1_8_RXN_c
0,1.83476407012309e-05,0.000143460349652418,1_5_1_9_RXN_c
0,7.53196565893197e-05,0.000430737215718609,1_5_5_1_RXN_m
0,6.50740886967422e-06,0.000102463090769947,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
0.0002900574,0.000295177910536978,5.52808617322179e-05,1_8_4_9_RXN_p
0,2.7143623723536e-05,0.000215252860825092,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,8.65866735621222e-06,0.000108685949537627,1_8_5_1_RXN_p
0,5.13277713719827e-06,8.45388845641683e-05,1_8_5_1_RXN_x
-0.000131935,-0.000150572911927032,0.000104188467791708,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
-0.000673096164190503,-0.000695815275217293,0.000305146090457828,1TRANSKETO_RXN_p
0,1.83476407012309e-05,0.000143460349652418,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,9.34667744609655e-14,9.34667744609646e-12,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
0.000607799,0.000618700562005872,9.26787145359488e-05,2_ISOPROPYLMALATESYN_RXN_p
0,1.83476407012309e-05,0.000143460349652418,2_KETO_ADIPATE_DEHYDROG_RXN_m
0.0002885086,0.000277665600332746,0.00018382145951389,2_KETOGLUTARATE_xc
0,7.80966286768874e-06,7.44363567612832e-05,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,0,0,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.00137278326934149,0.00139599042012285,6.49525799137188e-05,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,1.27376008882915e-05,0.000225209306797767,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
9.7223e-06,8.24231868033248e-05,0.000535807176328788,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
0,2.69901865148375e-05,0.000328691449021762,2_4_1_67_RXN_c
9.7223e-06,4.56399418696662e-05,0.000378217417184505,2_4_1_82_RXN_c
0.0006683504,0.000674439686151868,5.37325001599475e-05,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,0,0,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,-9.34667744609655e-14,9.34667744609646e-12,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
0,0,0,2_6_1_58_RXN_c
0,0,0,2_6_1_80_RXN_c
0,3.38176341130445e-05,0.000520798293641415,2_7_1_133_RXN_c
0,3.85760144698049e-05,0.000222663262711313,2_7_1_134_RXN_c
0,1.93913831088764e-05,0.000395369458273042,2_7_1_139_RXN_c
0,0,0,2_7_1_140_RXN_c
0,9.01543318602202e-13,6.40049493150207e-11,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
0.0090743639026916,0.0089390238135492,0.00123813455885215,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,1.53316255723138e-05,0.000248256049825613,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
0.00028117872,0.000288445341190103,0.000416413297438612,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,1.08979316102782e-05,0.000209460137748788,2_7_7_15_RXN_c
0,1.40649372545862e-05,5.91263772172799e-05,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,9.01543318602202e-13,6.40049493150207e-11,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,7.80966286768874e-06,7.44363567612832e-05,2KETO_3METHYLVALERATE_RXN_m
0,1.09015620058722e-05,9.26787145359488e-05,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,2.34442543993776e-05,0.000182523921260395,2KETOBUTYRYL_TRANS_mc
0,1.83476407012309e-05,0.000143460349652418,2KG_2K_ADIPATE_mc
0,3.34950297391856e-07,4.9435287691004e-06,2KG_ACONITATE_mc
