median,mean,std,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,7.5617085707803e-06,7.45433015298807e-05,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,2.96521481334824e-05,0.000370763383046442,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
-8.698599e-05,-8.70887750239178e-05,9.59581303862041e-07,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,-1.00124997270614e-12,6.33675389579957e-11,1_1_1_34_RXN_c
0,1.5999170650496e-05,0.000387802111857188,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,1.3259935120497e-05,0.000354156632417567,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0.015830488753,0.015632181249759,0.00245109077652239,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,8.32479574230239e-14,9.09355683737446e-12,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
0.018335178453,0.0187028846080617,0.00225484585323745,1_18_1_2_RXN_p
0,0,0,1_2_1_1_RXN_c
0,0,0,1_2_1_13_RXN_p
0,1.56784453376497e-05,7.59201732895402e-05,1_2_1_2_RXN_m
0,8.59047272154829e-07,2.09932928911407e-05,1_2_1_2_RXN_p
0,8.33518331696686e-06,8.16723065103445e-05,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0.00379695994,0.00399795134270124,0.00177349424507936,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,2.17021381795002e-05,0.000145692995545823,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,0,0,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
7.38639e-05,7.38638999702728e-05,9.71236347247381e-12,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,2.36776296170476e-05,0.000472984499780172,1_5_1_7_RXN_c
0,-4.48925539740467e-05,0.000500754782077908,1_5_1_8_RXN_c
0,2.12149243569991e-05,0.000167468664107718,1_5_1_9_RXN_c
0,9.2297145217275e-05,0.000635439215090933,1_5_5_1_RXN_m
0,7.19822856354205e-06,0.000117283690676013,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
0.0002342519,0.000242260251364213,7.77938568639234e-05,1_8_4_9_RXN_p
0,3.10988563293647e-05,0.000231241558500745,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,1.24565499109321e-05,0.000149135029291579,1_8_5_1_RXN_p
0,6.40465503692146e-06,0.000101150437778028,1_8_5_1_RXN_x
-0.000106552,-0.000120823070807286,8.1224194868924e-05,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
0.0009660149035,0.00107971741831087,0.000248385417787028,1TRANSKETO_RXN_p
0,2.12149243569991e-05,0.000167468664107718,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,0,0,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
0.000490861,0.000504164539521056,0.000104273445692639,2_ISOPROPYLMALATESYN_RXN_p
0,2.12149243569991e-05,0.000167468664107718,2_KETO_ADIPATE_DEHYDROG_RXN_m
0.0002330001,0.000211137940235397,0.000271769313687617,2_KETOGLUTARATE_xc
0,7.56170856691772e-06,7.45433015302727e-05,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,3.9885522033353e-15,3.98855220333529e-13,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.0016116364205,0.00163570849847404,8.33757781995074e-05,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,8.80813990943005e-06,0.00020275915575996,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
0.00022650375,0.000304039901692775,0.000600115551221364,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
8.95603e-05,0.000122909148802551,0.000398870515072463,2_4_1_67_RXN_c
0.00013694345,0.000170423953866095,0.000397282955735568,2_4_1_82_RXN_c
0.0005397634,0.000545707463588951,5.23293107746987e-05,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,0,0,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,0,0,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
0,0,0,2_6_1_58_RXN_c
0,0,0,2_6_1_80_RXN_c
0,2.55732399752899e-05,0.000491517483928888,2_7_1_133_RXN_c
0,4.66405917950514e-05,0.00026583214305058,2_7_1_134_RXN_c
0,3.50588805920947e-05,0.000575325950079196,2_7_1_139_RXN_c
0,-6.79302079430871e-14,6.85796041260327e-12,2_7_1_140_RXN_c
0,-8.46392154257675e-15,8.46392154257665e-13,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
0.00861561629365504,0.00818582550289942,0.00121609412053205,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,1.28900694230957e-05,0.000246048522876986,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
0.00017811417,0.000196261676573703,0.000473887432728594,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,1.2786257343844e-05,0.000245751788507687,2_7_7_15_RXN_c
0,6.09582739033228e-06,3.21519790481066e-05,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,-8.46392154257675e-15,8.46392154257665e-13,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,7.56170856691772e-06,7.45433015302727e-05,2KETO_3METHYLVALERATE_RXN_m
0,1.33035395210508e-05,0.000104273445692639,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,3.11208047802813e-05,0.000219271164276176,2KETOBUTYRYL_TRANS_mc
0,2.12149243569991e-05,0.000167468664107718,2KG_2K_ADIPATE_mc
0,7.22516392365043e-08,7.2251639236507e-06,2KG_ACONITATE_mc
0,-2.44912993858915e-07,1.14672560018151e-05,2KG_CIT_mc
