median,mean,std,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,2.06422755929923e-06,1.78815464585041e-05,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,5.95999580202432e-06,7.74063739190071e-05,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
-2.4596355e-05,-2.46238345684286e-05,2.62366223445785e-07,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,-2.42069285969312e-11,2.82055038943813e-10,1_1_1_34_RXN_c
0,2.35748938437803e-06,5.42367772844041e-05,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,2.36389669364654e-06,6.88776499805706e-05,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0.0057663671,0.00550857935611285,0.000475780808579279,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,1.50951623246135e-13,1.11996072468466e-11,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
0.00202721125,0.00186076673520311,0.000430756625152828,1_18_1_2_RXN_p
0,0,0,1_2_1_1_RXN_c
0,0,0,1_2_1_13_RXN_p
0,3.82597735846405e-06,1.75098902290214e-05,1_2_1_2_RXN_m
0,2.92047544041228e-07,5.607720052377e-06,1_2_1_2_RXN_p
0,3.64563362492141e-06,2.6350526049593e-05,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0,5.81369497160231e-05,0.00015947825801271,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,6.16463577971839e-06,3.48067217734604e-05,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,8.67598831319483e-15,8.67598831319485e-13,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
1.6999e-05,1.69990041015427e-05,4.83637125315654e-11,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,4.64913656352438e-06,9.69303851962394e-05,1_5_1_7_RXN_c
0,-9.08922411919592e-06,0.000102202837600471,1_5_1_8_RXN_c
0,4.44008756114972e-06,3.30334635631288e-05,1_5_1_9_RXN_c
0,1.3202637142385e-05,7.2839553581568e-05,1_5_5_1_RXN_m
0,1.02211718581421e-06,1.65648586305208e-05,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
5.39106e-05,5.49967821840885e-05,1.06993194288426e-05,1_8_4_9_RXN_p
0,4.9405176601344e-06,3.82080554042636e-05,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,1.87980772384399e-06,2.18922586583168e-05,1_8_5_1_RXN_p
0,1.30603838088313e-06,1.82191547092954e-05,1_8_5_1_RXN_x
-2.45217e-05,-2.87665963174837e-05,2.28971427613035e-05,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
-0.000125397435933217,-0.000169780150589268,8.76060862696758e-05,1TRANSKETO_RXN_p
0,4.44008756114972e-06,3.30334635631288e-05,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,7.55947082341689e-14,7.5594708234169e-12,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
0.000112966,0.000115692030644012,2.22942526693588e-05,2_ISOPROPYLMALATESYN_RXN_p
0,4.44008756114972e-06,3.30334635631288e-05,2_KETO_ADIPATE_DEHYDROG_RXN_m
5.36225e-05,5.02502142164839e-05,3.2783767247904e-05,2_KETOGLUTARATE_xc
0,2.06422755227018e-06,1.78815464593157e-05,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,1.92520661954716e-14,1.92520661954714e-12,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.000218806513961333,0.00022022045878854,1.26682270301399e-05,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,2.66905126238267e-06,4.19018710265417e-05,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
1.426368e-05,2.47481984244514e-05,8.32912572406459e-05,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
5.25882e-06,9.7842042688741e-06,5.51243719665624e-05,2_4_1_67_RXN_c
9.00486e-06,1.36105687718379e-05,5.55921653313294e-05,2_4_1_82_RXN_c
0.0001242208,0.000125228578809444,9.09709532821815e-06,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,-1.34756546789832e-14,1.34756546789829e-12,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,-7.55947082341689e-14,7.5594708234169e-12,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
0,0,0,2_6_1_58_RXN_c
0,-1.34756546789832e-14,1.34756546789829e-12,2_6_1_80_RXN_c
0,5.19755159774603e-06,8.32869023164075e-05,2_7_1_133_RXN_c
0,6.58204943726945e-06,3.77939026610467e-05,2_7_1_134_RXN_c
0,3.74468674672799e-06,7.08364989657701e-05,2_7_1_139_RXN_c
0,-3.4095889360937e-16,3.40958893609375e-14,2_7_1_140_RXN_c
0,9.05709739479518e-13,6.7197643481203e-11,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
0.00155525372661611,0.00151181793751245,0.000233802023709732,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,1.72727438690351e-06,3.39659998722873e-05,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
5.0363965e-05,5.25154986785981e-05,5.92921275110237e-05,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,2.49261353060547e-06,4.09184390020722e-05,2_7_7_15_RXN_c
0,4.82839460333256e-07,4.66053692573299e-06,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,9.05709739479518e-13,6.7197643481203e-11,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,2.06422755227018e-06,1.78815464593157e-05,2KETO_3METHYLVALERATE_RXN_m
