median,mean,std,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,5.78535406117516e-06,5.77503656694018e-05,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,2.65707580404435e-05,0.000320998580449591,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
0,0,0,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,0,0,1_1_1_34_RXN_c
0,1.16866708158927e-05,0.000270802190038633,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,0,0,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0.000438683,0.000792395009714318,0.00154462373996912,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,0,0,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
0.0175999703795383,0.0180044953561612,0.0019809073269323,1_18_1_2_RXN_p
0,-1.81335570308306e-14,1.81335570308301e-12,1_2_1_1_RXN_c
-0.00718475943936307,-0.006545627461841,0.00200726589204064,1_2_1_13_RXN_p
0,5.88952730911397e-07,1.39958717999683e-05,1_2_1_2_RXN_m
0,9.56693610501058e-06,4.83347671585783e-05,1_2_1_2_RXN_p
0,5.92011343484651e-06,6.09867424619569e-05,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0.00587744747,0.00486742712476691,0.00210965436373049,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,2.2853913796247e-05,0.000124531894991043,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,0,0,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
1.35573e-05,1.35572997956866e-05,1.10388352791381e-11,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,1.87921109976719e-05,0.000383162552925827,1_5_1_7_RXN_c
0,-3.24630608723767e-05,0.000396564016707791,1_5_1_8_RXN_c
0,1.36709498484733e-05,0.000104705973014036,1_5_1_9_RXN_c
0,9.98902394982059e-05,0.000697080543849605,1_5_5_1_RXN_m
0,4.50868976257684e-06,8.24710026535228e-05,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
4.29955e-05,4.97728853916779e-05,6.51926411333502e-05,1_8_4_9_RXN_p
0,2.40716932698648e-05,0.000179530195146579,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,9.58977875452203e-06,0.000120183205070607,1_8_5_1_RXN_p
0,5.57164650446256e-06,8.39524405525845e-05,1_8_5_1_RXN_x
-1.95569e-05,-2.89868068917612e-05,5.51984567821899e-05,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
0.00166100716666668,0.00171820882677138,0.000184431857302102,1TRANSKETO_RXN_p
0,1.36709498484733e-05,0.000104705973014036,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,8.12087200160063e-16,8.12087200160063e-14,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
9.00946e-05,0.00010090087534302,8.30661533823295e-05,2_ISOPROPYLMALATESYN_RXN_p
0,1.36709498484733e-05,0.000104705973014036,2_KETO_ADIPATE_DEHYDROG_RXN_m
4.27657e-05,-5.0930410940561e-05,0.00037851723215583,2_KETOGLUTARATE_xc
0,5.78535406117516e-06,5.77503656694018e-05,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,0,0,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.000809996139830608,0.000820734292810034,4.5695774365527e-05,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,8.61585104202731e-06,0.000183503597289891,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
0.00045420507,0.00052319363272817,0.000514393024987011,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
0.00019558638,0.000221354505607844,0.000325164190209169,2_4_1_67_RXN_c
0.00025861869,0.000286665207554002,0.000332009307438048,2_4_1_82_RXN_c
9.90703e-05,0.000102628101812178,3.46627718510234e-05,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,-3.70965800446614e-15,2.73668217692112e-13,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,0,0,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
0,-7.72197848876834e-14,7.72197848876842e-12,2_6_1_58_RXN_c
0,-3.70965800446614e-15,2.73668217692112e-13,2_6_1_80_RXN_c
0,2.74625164273279e-05,0.00046341135894293,2_7_1_133_RXN_c
0,3.83762829404974e-05,0.000220100606905016,2_7_1_134_RXN_c
0,2.58932079599493e-05,0.000450021055985221,2_7_1_139_RXN_c
0,2.40668691030808e-15,1.49181764028178e-13,2_7_1_140_RXN_c
0,-1.245059714881e-14,8.41099962819952e-13,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
0.00175220639532679,0.00162621417242795,0.000803354734408294,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,1.5297981932559e-05,0.000244497907734215,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
0,1.78026617946274e-05,0.000371525838472677,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,8.63673391127541e-06,0.000183819728029324,2_7_7_15_RXN_c
0,-1.18229077521289e-14,1.18229077521293e-12,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,-1.245059714881e-14,8.41099962819952e-13,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,5.78535406117516e-06,5.77503656694018e-05,2KETO_3METHYLVALERATE_RXN_m
0,1.08062753430175e-05,8.30661533823296e-05,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,2.12090240933455e-05,0.000179617167716934,2KETOBUTYRYL_TRANS_mc
0,1.36709498484733e-05,0.000104705973014036,2KG_2K_ADIPATE_mc
0,1.57396398093482e-06,4.15800423911863e-05,2KG_ACONITATE_mc
