median;mean;std;rxns;;;;;;;
0;0;0;_BORNEOL_DEHYDROGENASE_RXN_c;0;;;0.122158919;0.01017991;12;Sucrose_tx
0;0;0;_NEOMENTHOL_DEHYDROGENASE_RXN_c;0;;;0.002118306;0.000529577;4;ASN_tx
0;0;0;__MENTHOL_DEHYDROGENASE_RXN_c;0;;;0.029530556;0.005906111;5;GLN_tx
0;0;0;1_1_1_141_RXN_c;0;;;0.153807782;;;
0;0;0;1_1_1_170_RXN_NADP_c;0;;;;;;
0;0;0;1_1_1_170_RXN_NAD_c;0;;;;;;
0;8.87E-06;8.65E-05;1_1_1_178_RXN_m;0;;;;;;
0;0;0;1_1_1_210_RXN_c;0;;;;;;
0;0;0;1_1_1_248_RXN_c;0;;;;;;
0;2.95E-05;0.000362164;1_1_1_255_RXN_c;0;;;;;;
0;0;0;1_1_1_268_RXN_c;0;;;;;;
-0.000148598;-0.000148724;1.39E-06;1_1_1_271_RXN_c;-0.000966125;;;;;;
0;0;0;1_1_1_285_RXN_NADP_c;0;;;;;;
0;0;0;1_1_1_285_RXN_NAD_c;0;;;;;;
0;0;0;1_1_1_288_RXN_c;0;;;;;;
0;1.77E-13;1.10E-11;1_1_1_34_RXN_c;0;;;;;;
0;1.28E-05;0.000269959;1_1_1_39_RXN_c;0;;;;;;
0;0;0;1_1_1_51_RXN_NAD_c;0;;;;;;
0;2.66E-05;0.000542914;1_1_1_8_RXN_c;0;;;;;;
0;0;0;1_1_3_37_RXN_c;0;;;;;;
0.032816028;0.031382986;0.002865711;1_10_2_2_RXN_m;0.2133574;;;;;;
0;0;0;1_14_11_18_RXN_c;0;;;;;;
0;0;0;1_14_11_20_RXN_c;0;;;;;;
0;0;0;1_14_13_117_RXN_c;0;;;;;;
0;0;0;1_14_13_118_RXN_c;0;;;;;;
0;0;0;1_14_13_36_RXN_c;0;;;;;;
0;0;0;1_14_13_42_RXN_c;0;;;;;;
0;0;0;1_14_13_70_RXN_c;0;;;;;;
0;0;0;1_14_13_72_RXN_NADP_c;0;;;;;;
0;0;0;1_14_13_72_RXN_NAD_c;0;;;;;;
0;0;0;1_14_13_73_RXN_c;0;;;;;;
0;0;0;1_14_13_77_RXN_c;0;;;;;;
0;0;0;1_14_13_78_RXN_c;0;;;;;;
0;0;0;1_14_13_79_RXN_c;0;;;;;;
0;0;0;1_14_13_8_RXN_c;0;;;;;;
0;0;0;1_14_13_87_RXN_NADP_c;0;;;;;;
0;0;0;1_14_13_87_RXN_NAD_c;0;;;;;;
0;0;0;1_14_13_93_RXN_c;0;;;;;;
0;0;0;1_14_21_6_RXN_NADP_c;0;;;;;;
0;0;0;1_14_21_6_RXN_NAD_c;0;;;;;;
0;0;0;1_14_99_33_RXN_NADP_c;0;;;;;;
0;0;0;1_14_99_33_RXN_NAD_c;0;;;;;;
0.011104669;0.010064075;0.002656334;1_18_1_2_RXN_p;0.072198353;;;;;;
0;0;0;1_2_1_1_RXN_c;0;;;;;;
0;0;0;1_2_1_13_RXN_p;0;;;;;;
0;1.49E-05;7.44E-05;1_2_1_2_RXN_m;0;;;;;;
0;4.71E-07;1.46E-05;1_2_1_2_RXN_p;0;;;;;;
0;2.32E-05;0.000157771;1_2_1_25_RXN_m;0;;;;;;
0;0;0;1_2_1_42_RXN_c;0;;;;;;
0;0;0;1_2_1_65_RXN_c;0;;;;;;
0;0.00020333;0.000616189;1_2_1_9_RXN_c;0;;;;;;
0;0;0;1_2_3_14_RXN_c;0;;;;;;
0;3.32E-05;0.000198571;1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m;0;;;;;;
0;7.08E-14;5.01E-12;1_3_1_2_RXN_c;0;;;;;;
0;0;0;1_3_7_4_RXN_c;0;;;;;;
9.88E-05;9.89E-05;7.73E-07;1_5_1_20_RXN_c;0.000642403;;;;;;
0;0;0;1_5_1_25_RXN_NADP_c;0;;;;;;
0;0;0;1_5_1_25_RXN_NAD_c;0;;;;;;
0;3.02E-05;0.000573511;1_5_1_7_RXN_c;0;;;;;;
0;-4.86E-05;0.000590318;1_5_1_8_RXN_c;0;;;;;;
0;1.84E-05;0.000143769;1_5_1_9_RXN_c;0;;;;;;
0;6.74E-05;0.000338719;1_5_5_1_RXN_m;0;;;;;;
0;3.55E-06;6.49E-05;1_6_5_4_RXN_x;0;;;;;;
0;0;0;1_8_3_5_RXN_c;0;;;;;;
0.000320394;0.000324647;4.38E-05;1_8_4_9_RXN_p;0.002083082;;;;;;
0;2.05E-05;0.000160948;1_8_5_1_RXN_c;0;;;;;;
0;0;0;1_8_5_1_RXN_m;0;;;;;;
0;7.73E-06;9.23E-05;1_8_5_1_RXN_p;0;;;;;;
0;4.32E-06;6.86E-05;1_8_5_1_RXN_x;0;;;;;;
-0.000141788;-0.000158088;9.67E-05;10_FORMYL_THF_pc;-0.000921849;;;;;;
0;0;0;12_ALPHA_L_FUCOSIDASE_RXN_c;0;;;;;;
0;0;0;12_OXOPHYTODIENOATE_REDUCTASE_RXN_c;0;;;;;;
-0.00076112;-0.001025801;0.000601611;1TRANSKETO_RXN_p;-0.004948515;;;;;;
0;1.84E-05;0.000143769;2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c;0;;;;;;
0;0;0;2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c;0;;;;;;
0;1.00E-13;5.49E-12;2_DEHYDROPANTOATE_REDUCT_RXN_c;0;;;;;;
0;0;0;2_HEXADECENAL_REDUCTASE_RXN_c;0;;;;;;
0;0;0;2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c;0;;;;;;
0.000669246;0.000686031;0.000127567;2_ISOPROPYLMALATESYN_RXN_p;0.004351181;;;;;;
0;1.84E-05;0.000143769;2_KETO_ADIPATE_DEHYDROG_RXN_m;0;;;;;;
0.000399106;0.00061499;0.000756022;2_KETOGLUTARATE_xc;0.002594839;;;;;;
0;8.87E-06;8.65E-05;2_MEBUCOA_ETF_RXN_m;0;;;;;;
0;0;0;2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c;0;;;;;;
0;0;0;2_OCTAPRENYLPHENOL_HYDROX_RXN_c;0;;;;;;
0;-8.40E-14;8.40E-12;2_1_1_103_RXN_c;0;;;;;;
0;0;0;2_1_1_114_RXN_c;0;;;;;;
0;0;0;2_1_1_121_RXN_c;0;;;;;;
0;0;0;2_1_1_139_RXN_c;0;;;;;;
0;0;0;2_1_1_140_RXN_c;0;;;;;;
0;0;0;2_1_1_142_RXN_c;0;;;;;;
0;0;0;2_1_1_143_RXN_c;0;;;;;;
0;0;0;2_1_1_145_RXN_c;0;;;;;;
0;0;0;2_1_1_146_RXN_c;0;;;;;;
0;0;0;2_1_1_64_RXN_c;0;;;;;;
0;0;0;2_1_1_69_RXN_c;0;;;;;;
0;0;0;2_1_1_88_RXN_c;0;;;;;;
0;0;0;2_3_1_103_RXN_c;0;;;;;;
0;1.05E-14;1.05E-12;2_3_1_133_RXN_c;0;;;;;;
0;0;0;2_3_1_150_RXN_c;0;;;;;;
0;0;0;2_3_1_151_RXN_c;0;;;;;;
0;0;0;2_3_1_156_RXN_c;0;;;;;;
0;0;0;2_3_1_160_RXN_c;0;;;;;;
0;0;0;2_3_1_162_RXN_c;0;;;;;;
0;0;0;2_3_1_167_RXN_c;0;;;;;;
0;0;0;2_3_1_172_RXN_c;0;;;;;;
0;0;0;2_3_1_179_RXN_c;0;;;;;;
0.001150673;0.00115497;5.50E-05;2_3_1_180_RXN_p;0.007481242;;;;;;
0;0;0;2_3_1_99_RXN_c;0;;;;;;
0;8.55E-06;0.000158519;2_4_1_111_RXN_c;0;;;;;;
0;0;0;2_4_1_114_RXN_c;0;;;;;;
0;0;0;2_4_1_121_RXN_c;0;;;;;;
1.08E-05;5.37E-05;0.000352007;2_4_1_123_RXN_c;7.01593E-05;;;;;;
0;0;0;2_4_1_126_RXN_c;0;;;;;;
0;0;0;2_4_1_194_RXN_c;0;;;;;;
0;0;0;2_4_1_195_RXN_c;0;;;;;;
0;0;0;2_4_1_210_RXN_c;0;;;;;;
0;0;0;2_4_1_218_RXN_c;0;;;;;;
0;2.02E-05;0.000242656;2_4_1_67_RXN_c;0;;;;;;
1.08E-05;2.74E-05;0.000220027;2_4_1_82_RXN_c;7.01593E-05;;;;;;
0.000708383;0.000713447;4.27E-05;2_5_1_19_RXN_p;0.004605636;;;;;;
0;0;0;2_5_1_32_RXN_c;0;;;;;;
0;0;0;2_5_1_39_RXN_c;0;;;;;;
0;0;0;2_5_1_41_RXN_c;0;;;;;;
0;-7.78E-14;7.34E-12;2_5_1_43_RXN_c;0;;;;;;
0;0;0;2_5_1_64_RXN_c;0;;;;;;
0;-4.42E-14;4.42E-12;2_6_1_18_RXN_c;0;;;;;;
0;0;0;2_6_1_22_RXN_c;0;;;;;;
0;0;0;2_6_1_49_RXN_c;0;;;;;;
0;0;0;2_6_1_58_RXN_c;0;;;;;;
0;-7.78E-14;7.34E-12;2_6_1_80_RXN_c;0;;;;;;
0;1.57E-05;0.000302762;2_7_1_133_RXN_c;0;;;;;;
0;2.78E-05;0.000162344;2_7_1_134_RXN_c;0;;;;;;
0;1.65E-05;0.000312218;2_7_1_139_RXN_c;0;;;;;;
0;0;0;2_7_1_140_RXN_c;0;;;;;;
0;-2.38E-15;2.38E-13;2_7_1_148_RXN_p;0;;;;;;
0;0;0;2_7_1_151_RXN_c;0;;;;;;
0;0;0;2_7_1_152_RXN_c;0;;;;;;
0.008525786;0.008316213;0.001358216;2_7_1_90_RXN_c;0.055431435;;;;;;
0;0;0;2_7_4_24_RXN_c;0;;;;;;
0;8.56E-06;0.000158666;2_7_7_1_RXN_c;0;;;;;;
0;0;0;2_7_7_11_RXN_c;0;;;;;;
0.000304271;0.000317789;0.000307317;2_7_7_13_RXN_c;0.001978256;;;;;;
0;0;0;2_7_7_14_RXN_c;0;;;;;;
0;6.14E-06;0.000134041;2_7_7_15_RXN_c;0;;;;;;
0;2.78E-06;2.91E-05;2_7_7_34_RXN_c;0;;;;;;
0;0;0;2_7_7_44_RXN_c;0;;;;;;
0;0;0;2_7_7_57_RXN_c;0;;;;;;
0;-2.38E-15;2.38E-13;2_7_7_60_RXN_p;0;;;;;;
0;0;0;2_8_2_26_RXN_c;0;;;;;;
0;0;0;2_8_2_27_RXN_c;0;;;;;;
0;0;0;2_8_2_28_RXN_c;0;;;;;;
0;0;0;23_DIMETHYLMALATE_LYASE_RXN_c;0;;;;;;
0;8.87E-06;8.65E-05;2KETO_3METHYLVALERATE_RXN_m;0;;;;;;
0;1.55E-05;0.000123364;2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m;0;;;;;;
0;1.53E-05;0.000125811;2KETOBUTYRYL_TRANS_mc;0;;;;;;
0;1.84E-05;0.000143769;2KG_2K_ADIPATE_mc;0;;;;;;
