median;mean;std;rxns;;;;;;;
0;0;0;_BORNEOL_DEHYDROGENASE_RXN_c;0;;;0.080499667;0.006708306;12;Sucrose_tx
0;0;0;_NEOMENTHOL_DEHYDROGENASE_RXN_c;0;;;2.39649E-05;5.99123E-06;4;ASN_tx
0;0;0;__MENTHOL_DEHYDROGENASE_RXN_c;0;;;0.019755048;0.00395101;5;GLN_tx
0;0;0;1_1_1_141_RXN_c;0;;;0.100278679;;;
0;0;0;1_1_1_170_RXN_NADP_c;0;;;;;;
0;0;0;1_1_1_170_RXN_NAD_c;0;;;;;;
0;6.95E-06;6.97E-05;1_1_1_178_RXN_m;0;;;;;;
0;0;0;1_1_1_210_RXN_c;0;;;;;;
0;0;0;1_1_1_248_RXN_c;0;;;;;;
0;2.54E-05;0.000321133;1_1_1_255_RXN_c;0;;;;;;
0;0;0;1_1_1_268_RXN_c;0;;;;;;
-8.75E-05;-8.76E-05;8.57E-07;1_1_1_271_RXN_c;-0.000872774;;;;;;
0;0;0;1_1_1_285_RXN_NADP_c;0;;;;;;
0;0;0;1_1_1_285_RXN_NAD_c;0;;;;;;
0;0;0;1_1_1_288_RXN_c;0;;;;;;
0;-4.71E-13;3.45E-11;1_1_1_34_RXN_c;0;;;;;;
0;1.06E-05;0.000291355;1_1_1_39_RXN_c;0;;;;;;
0;0;0;1_1_1_51_RXN_NAD_c;0;;;;;;
0;1.36E-05;0.000329383;1_1_1_8_RXN_c;0;;;;;;
0;0;0;1_1_3_37_RXN_c;0;;;;;;
0.018574586;0.018338253;0.001562312;1_10_2_2_RXN_m;0.185229662;;;;;;
0;0;0;1_14_11_18_RXN_c;0;;;;;;
0;0;0;1_14_11_20_RXN_c;0;;;;;;
0;0;0;1_14_13_117_RXN_c;0;;;;;;
0;0;0;1_14_13_118_RXN_c;0;;;;;;
0;0;0;1_14_13_36_RXN_c;0;;;;;;
0;0;0;1_14_13_42_RXN_c;0;;;;;;
0;0;0;1_14_13_70_RXN_c;0;;;;;;
0;0;0;1_14_13_72_RXN_NADP_c;0;;;;;;
0;0;0;1_14_13_72_RXN_NAD_c;0;;;;;;
0;0;0;1_14_13_73_RXN_c;0;;;;;;
0;0;0;1_14_13_77_RXN_c;0;;;;;;
0;0;0;1_14_13_78_RXN_c;0;;;;;;
0;0;0;1_14_13_79_RXN_c;0;;;;;;
0;0;0;1_14_13_8_RXN_c;0;;;;;;
0;0;0;1_14_13_87_RXN_NADP_c;0;;;;;;
0;0;0;1_14_13_87_RXN_NAD_c;0;;;;;;
0;0;0;1_14_13_93_RXN_c;0;;;;;;
0;0;0;1_14_21_6_RXN_NADP_c;0;;;;;;
0;0;0;1_14_21_6_RXN_NAD_c;0;;;;;;
0;0;0;1_14_99_33_RXN_NADP_c;0;;;;;;
0;0;0;1_14_99_33_RXN_NAD_c;0;;;;;;
0.012790977;0.012866978;0.00155135;1_18_1_2_RXN_p;0.127554302;;;;;;
0;-1.25E-14;1.25E-12;1_2_1_1_RXN_c;0;;;;;;
0;0;0;1_2_1_13_RXN_p;0;;;;;;
0;1.44E-05;7.09E-05;1_2_1_2_RXN_m;0;;;;;;
0;6.28E-07;1.72E-05;1_2_1_2_RXN_p;0;;;;;;
0;1.20E-05;0.00010276;1_2_1_25_RXN_m;0;;;;;;
0;0;0;1_2_1_42_RXN_c;0;;;;;;
0;0;0;1_2_1_65_RXN_c;0;;;;;;
0;0.001022666;0.001486811;1_2_1_9_RXN_c;0;;;;;;
0;0;0;1_2_3_14_RXN_c;0;;;;;;
0;2.54E-05;0.000148953;1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m;0;;;;;;
0;6.53E-14;6.53E-12;1_3_1_2_RXN_c;0;;;;;;
0;0;0;1_3_7_4_RXN_c;0;;;;;;
6.06E-05;6.07E-05;7.23E-07;1_5_1_20_RXN_c;0.000604033;;;;;;
0;0;0;1_5_1_25_RXN_NADP_c;0;;;;;;
0;0;0;1_5_1_25_RXN_NAD_c;0;;;;;;
0;1.72E-05;0.000374105;1_5_1_7_RXN_c;0;;;;;;
0;-3.22E-05;0.00039352;1_5_1_8_RXN_c;0;;;;;;
0;1.50E-05;0.000124174;1_5_1_9_RXN_c;0;;;;;;
0;7.63E-05;0.000470714;1_5_5_1_RXN_m;0;;;;;;
0;7.05E-06;0.000106889;1_6_5_4_RXN_x;0;;;;;;
0;0;0;1_8_3_5_RXN_c;0;;;;;;
0.000196412;0.000202444;5.95E-05;1_8_4_9_RXN_p;0.001958663;;;;;;
0;2.74E-05;0.000204241;1_8_5_1_RXN_c;0;;;;;;
0;0;0;1_8_5_1_RXN_m;0;;;;;;
0;1.09E-05;0.000125093;1_8_5_1_RXN_p;0;;;;;;
0;5.51E-06;8.71E-05;1_8_5_1_RXN_x;0;;;;;;
-8.69E-05;-0.000102926;9.08E-05;10_FORMYL_THF_pc;-0.000866788;;;;;;
0;0;0;12_ALPHA_L_FUCOSIDASE_RXN_c;0;;;;;;
0;0;0;12_OXOPHYTODIENOATE_REDUCTASE_RXN_c;0;;;;;;
-0.000508652;-0.000381952;0.000312107;1TRANSKETO_RXN_p;-0.005072382;;;;;;
0;1.50E-05;0.000124174;2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c;0;;;;;;
