median;mean;std;rxns;;;;;;;
0;0;0;_BORNEOL_DEHYDROGENASE_RXN_c;0;;;0.068141901;0.005678492;12;Sucrose_tx
0;0;0;_NEOMENTHOL_DEHYDROGENASE_RXN_c;0;;;1.78861E-05;4.47153E-06;4;ASN_tx
0;0;0;__MENTHOL_DEHYDROGENASE_RXN_c;0;;;0.016598578;0.003319716;5;GLN_tx
0;0;0;1_1_1_141_RXN_c;0;;;0.084758364;;;
0;0;0;1_1_1_170_RXN_NADP_c;0;;;;;;
0;0;0;1_1_1_170_RXN_NAD_c;0;;;;;;
0;5.53E-06;5.45E-05;1_1_1_178_RXN_m;0;;;;;;
0;0;0;1_1_1_210_RXN_c;0;;;;;;
0;0;0;1_1_1_248_RXN_c;0;;;;;;
0;1.90E-05;0.000256577;1_1_1_255_RXN_c;0;;;;;;
0;0;0;1_1_1_268_RXN_c;0;;;;;;
-7.46E-05;-7.47E-05;7.42E-07;1_1_1_271_RXN_c;-0.000880302;;;;;;
0;0;0;1_1_1_285_RXN_NADP_c;0;;;;;;
0;0;0;1_1_1_285_RXN_NAD_c;0;;;;;;
0;0;0;1_1_1_288_RXN_c;0;;;;;;
0;0;0;1_1_1_34_RXN_c;0;;;;;;
0;1.07E-05;0.000262723;1_1_1_39_RXN_c;0;;;;;;
0;0;0;1_1_1_51_RXN_NAD_c;0;;;;;;
0;0;0;1_1_1_8_RXN_c;0;;;;;;
0;0;0;1_1_3_37_RXN_c;0;;;;;;
0.017059538;0.016317578;0.001507022;1_10_2_2_RXN_m;0.201272617;;;;;;
0;0;0;1_14_11_18_RXN_c;0;;;;;;
0;0;0;1_14_11_20_RXN_c;0;;;;;;
0;0;0;1_14_13_117_RXN_c;0;;;;;;
0;0;0;1_14_13_118_RXN_c;0;;;;;;
0;0;0;1_14_13_36_RXN_c;0;;;;;;
0;0;0;1_14_13_42_RXN_c;0;;;;;;
0;6.49E-14;6.49E-12;1_14_13_70_RXN_c;0;;;;;;
0;0;0;1_14_13_72_RXN_NADP_c;0;;;;;;
0;0;0;1_14_13_72_RXN_NAD_c;0;;;;;;
0;0;0;1_14_13_73_RXN_c;0;;;;;;
0;0;0;1_14_13_77_RXN_c;0;;;;;;
0;0;0;1_14_13_78_RXN_c;0;;;;;;
0;0;0;1_14_13_79_RXN_c;0;;;;;;
0;0;0;1_14_13_8_RXN_c;0;;;;;;
0;0;0;1_14_13_87_RXN_NADP_c;0;;;;;;
0;0;0;1_14_13_87_RXN_NAD_c;0;;;;;;
0;0;0;1_14_13_93_RXN_c;0;;;;;;
0;0;0;1_14_21_6_RXN_NADP_c;0;;;;;;
0;0;0;1_14_21_6_RXN_NAD_c;0;;;;;;
0;0;0;1_14_99_33_RXN_NADP_c;0;;;;;;
0;0;0;1_14_99_33_RXN_NAD_c;0;;;;;;
0.007871739;0.007550877;0.001301284;1_18_1_2_RXN_p;0.092872712;;;;;;
0;0;0;1_2_1_1_RXN_c;0;;;;;;
0;0;0;1_2_1_13_RXN_p;0;;;;;;
0;1.32E-05;6.34E-05;1_2_1_2_RXN_m;0;;;;;;
0;9.13E-07;1.93E-05;1_2_1_2_RXN_p;0;;;;;;
0;1.08E-05;8.80E-05;1_2_1_25_RXN_m;0;;;;;;
0;0;0;1_2_1_42_RXN_c;0;;;;;;
0;0;0;1_2_1_65_RXN_c;0;;;;;;
0;0.000311882;0.000798434;1_2_1_9_RXN_c;0;;;;;;
0;0;0;1_2_3_14_RXN_c;0;;;;;;
0;1.98E-05;0.000111542;1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m;0;;;;;;
0;0;0;1_3_1_2_RXN_c;0;;;;;;
0;0;0;1_3_7_4_RXN_c;0;;;;;;
5.09E-05;5.10E-05;5.65E-07;1_5_1_20_RXN_c;0.000600472;;;;;;
0;0;0;1_5_1_25_RXN_NADP_c;0;;;;;;
0;0;0;1_5_1_25_RXN_NAD_c;0;;;;;;
