median;mean;std;rxns;;;;;;;
0;0;0;_BORNEOL_DEHYDROGENASE_RXN_c;0;;;0.058286738;0.004857228;12;Sucrose_tx
0;0;0;_NEOMENTHOL_DEHYDROGENASE_RXN_c;0;;;1.39576E-05;3.4894E-06;4;ASN_tx
0;0;0;__MENTHOL_DEHYDROGENASE_RXN_c;0;;;0.009679071;0.001935814;5;GLN_tx
0;0;0;1_1_1_141_RXN_c;0;;;0.067979766;;;
0;0;0;1_1_1_170_RXN_NADP_c;0;;;;;;
0;0;0;1_1_1_170_RXN_NAD_c;0;;;;;;
0;1.26E-05;0.000113253;1_1_1_178_RXN_m;0;;;;;;
0;0;0;1_1_1_210_RXN_c;0;;;;;;
0;0;0;1_1_1_248_RXN_c;0;;;;;;
0;4.74E-05;0.000582397;1_1_1_255_RXN_c;0;;;;;;
0;0;0;1_1_1_268_RXN_c;0;;;;;;
-1.06E-05;-1.07E-05;1.19E-07;1_1_1_271_RXN_c;-0.000156546;;;;;;
0;0;0;1_1_1_285_RXN_NADP_c;0;;;;;;
0;0;0;1_1_1_285_RXN_NAD_c;0;;;;;;
0;0;0;1_1_1_288_RXN_c;0;;;;;;
0;2.26E-14;2.26E-12;1_1_1_34_RXN_c;0;;;;;;
0;1.35E-05;0.000329444;1_1_1_39_RXN_c;0;;;;;;
0;0;0;1_1_1_51_RXN_NAD_c;0;;;;;;
0;3.07E-05;0.000659698;1_1_1_8_RXN_c;0;;;;;;
0;0;0;1_1_3_37_RXN_c;0;;;;;;
0.023794619;0.022964434;0.001385017;1_10_2_2_RXN_m;0.350025018;;;;;;
0;0;0;1_14_11_18_RXN_c;0;;;;;;
0;0;0;1_14_11_20_RXN_c;0;;;;;;
0;0;0;1_14_13_117_RXN_c;0;;;;;;
0;0;0;1_14_13_118_RXN_c;0;;;;;;
0;0;0;1_14_13_36_RXN_c;0;;;;;;
0;0;0;1_14_13_42_RXN_c;0;;;;;;
0;1.27E-14;1.27E-12;1_14_13_70_RXN_c;0;;;;;;
0;0;0;1_14_13_72_RXN_NADP_c;0;;;;;;
0;0;0;1_14_13_72_RXN_NAD_c;0;;;;;;
0;0;0;1_14_13_73_RXN_c;0;;;;;;
0;0;0;1_14_13_77_RXN_c;0;;;;;;
0;0;0;1_14_13_78_RXN_c;0;;;;;;
0;0;0;1_14_13_79_RXN_c;0;;;;;;
0;0;0;1_14_13_8_RXN_c;0;;;;;;
0;0;0;1_14_13_87_RXN_NADP_c;0;;;;;;
0;0;0;1_14_13_87_RXN_NAD_c;0;;;;;;
0;0;0;1_14_13_93_RXN_c;0;;;;;;
0;0;0;1_14_21_6_RXN_NADP_c;0;;;;;;
0;0;0;1_14_21_6_RXN_NAD_c;0;;;;;;
0;0;0;1_14_99_33_RXN_NADP_c;0;;;;;;
0;0;0;1_14_99_33_RXN_NAD_c;0;;;;;;
-0.002510436;-0.002585708;0.000471948;1_18_1_2_RXN_p;-0.036929165;;;;;;
0;-6.57E-15;6.57E-13;1_2_1_1_RXN_c;0;;;;;;
0;0;0;1_2_1_13_RXN_p;0;;;;;;
0;2.50E-05;0.000117207;1_2_1_2_RXN_m;0;;;;;;
0;1.10E-06;2.85E-05;1_2_1_2_RXN_p;0;;;;;;
0;2.35E-05;0.000165436;1_2_1_25_RXN_m;0;;;;;;
0;0;0;1_2_1_42_RXN_c;0;;;;;;
0;0;0;1_2_1_65_RXN_c;0;;;;;;
0;0.000185025;0.000983495;1_2_1_9_RXN_c;0;;;;;;
0;0;0;1_2_3_14_RXN_c;0;;;;;;
0;4.90E-05;0.000223717;1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m;0;;;;;;
0;9.93E-14;9.93E-12;1_3_1_2_RXN_c;0;;;;;;
0;0;0;1_3_7_4_RXN_c;0;;;;;;
2.97E-05;2.97E-05;3.51E-07;1_5_1_20_RXN_c;0.000436535;;;;;;
0;0;0;1_5_1_25_RXN_NADP_c;0;;;;;;
0;0;0;1_5_1_25_RXN_NAD_c;0;;;;;;
0;4.09E-05;0.000767953;1_5_1_7_RXN_c;0;;;;;;
0;-6.69E-05;0.000787882;1_5_1_8_RXN_c;0;;;;;;
0;2.60E-05;0.000182018;1_5_1_9_RXN_c;0;;;;;;
0;8.98E-05;0.000486206;1_5_5_1_RXN_m;0;;;;;;
0;7.74E-06;0.00011835;1_6_5_4_RXN_x;0;;;;;;
0;0;0;1_8_3_5_RXN_c;0;;;;;;
9.62E-05;0.000103173;7.07E-05;1_8_4_9_RXN_p;0.001415522;;;;;;
