median;mean;std;rxns;;;;;;;
0;0;0;_BORNEOL_DEHYDROGENASE_RXN_c;0;;;0.137622517;0.011468543;12;Sucrose_tx
0;0;0;_NEOMENTHOL_DEHYDROGENASE_RXN_c;0;;;3.59055E-05;8.97638E-06;4;ASN_tx
0;0;0;__MENTHOL_DEHYDROGENASE_RXN_c;0;;;0.032226253;0.006445251;5;GLN_tx
0;0;0;1_1_1_141_RXN_c;0;;;0.169884676;;;
0;0;0;1_1_1_170_RXN_NADP_c;0;;;;;;
0;0;0;1_1_1_170_RXN_NAD_c;0;;;;;;
0;1.61E-05;0.000146536;1_1_1_178_RXN_m;0;;;;;;
0;0;0;1_1_1_210_RXN_c;0;;;;;;
0;0;0;1_1_1_248_RXN_c;0;;;;;;
0;5.00E-05;0.000623934;1_1_1_255_RXN_c;0;;;;;;
0;0;0;1_1_1_268_RXN_c;0;;;;;;
-0.000157388;-0.000157546;1.58E-06;1_1_1_271_RXN_c;-0.000926438;;;;;;
0;0;0;1_1_1_285_RXN_NADP_c;0;;;;;;
0;0;0;1_1_1_285_RXN_NAD_c;0;;;;;;
0;0;0;1_1_1_288_RXN_c;0;;;;;;
0;0;0;1_1_1_34_RXN_c;0;;;;;;
0;2.25E-05;0.000457957;1_1_1_39_RXN_c;0;;;;;;
0;0;0;1_1_1_51_RXN_NAD_c;0;;;;;;
0;3.79E-05;0.000826105;1_1_1_8_RXN_c;0;;;;;;
0;0;0;1_1_3_37_RXN_c;0;;;;;;
0.039958202;0.039058736;0.001504176;1_10_2_2_RXN_m;0.235207806;;;;;;
0;0;0;1_14_11_18_RXN_c;0;;;;;;
0;0;0;1_14_11_20_RXN_c;0;;;;;;
0;0;0;1_14_13_117_RXN_c;0;;;;;;
0;0;0;1_14_13_118_RXN_c;0;;;;;;
0;-4.20E-14;4.10E-12;1_14_13_36_RXN_c;0;;;;;;
0;0;0;1_14_13_42_RXN_c;0;;;;;;
0;0;0;1_14_13_70_RXN_c;0;;;;;;
0;0;0;1_14_13_72_RXN_NADP_c;0;;;;;;
0;0;0;1_14_13_72_RXN_NAD_c;0;;;;;;
0;0;0;1_14_13_73_RXN_c;0;;;;;;
0;0;0;1_14_13_77_RXN_c;0;;;;;;
0;0;0;1_14_13_78_RXN_c;0;;;;;;
0;0;0;1_14_13_79_RXN_c;0;;;;;;
0;0;0;1_14_13_8_RXN_c;0;;;;;;
0;0;0;1_14_13_87_RXN_NADP_c;0;;;;;;
0;0;0;1_14_13_87_RXN_NAD_c;0;;;;;;
0;0;0;1_14_13_93_RXN_c;0;;;;;;
0;0;0;1_14_21_6_RXN_NADP_c;0;;;;;;
0;0;0;1_14_21_6_RXN_NAD_c;0;;;;;;
0;0;0;1_14_99_33_RXN_NADP_c;0;;;;;;
0;0;0;1_14_99_33_RXN_NAD_c;0;;;;;;
-0.002693668;-0.002788602;0.000541279;1_18_1_2_RXN_p;-0.015855862;;;;;;
0;-9.72E-14;9.72E-12;1_2_1_1_RXN_c;0;;;;;;
0;0;0;1_2_1_13_RXN_p;0;;;;;;
0;2.94E-05;0.00013591;1_2_1_2_RXN_m;0;;;;;;
0;1.50E-06;3.48E-05;1_2_1_2_RXN_p;0;;;;;;
0;3.60E-05;0.000246207;1_2_1_25_RXN_m;0;;;;;;
0;0;0;1_2_1_42_RXN_c;0;;;;;;
0;0;0;1_2_1_65_RXN_c;0;;;;;;
0;0.000145641;0.000680784;1_2_1_9_RXN_c;0;;;;;;
0;0;0;1_2_3_14_RXN_c;0;;;;;;
0;5.88E-05;0.00030377;1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m;0;;;;;;
0;2.10E-14;2.10E-12;1_3_1_2_RXN_c;0;;;;;;
0;0;0;1_3_7_4_RXN_c;0;;;;;;
9.88E-05;9.89E-05;1.13E-06;1_5_1_20_RXN_c;0.00058161;;;;;;
0;0;0;1_5_1_25_RXN_NADP_c;0;;;;;;
0;0;0;1_5_1_25_RXN_NAD_c;0;;;;;;
0;4.69E-05;0.000918371;1_5_1_7_RXN_c;0;;;;;;
0;-8.58E-05;0.000955966;1_5_1_8_RXN_c;0;;;;;;
0;3.89E-05;0.000272239;1_5_1_9_RXN_c;0;;;;;;
0;0.000108327;0.000560653;1_5_5_1_RXN_m;0;;;;;;
0;5.54E-06;0.000107126;1_6_5_4_RXN_x;0;;;;;;
0;0;0;1_8_3_5_RXN_c;0;;;;;;
0.000320394;0.000329537;8.46E-05;1_8_4_9_RXN_p;0.001885951;;;;;;
0;4.18E-05;0.000314733;1_8_5_1_RXN_c;0;;;;;;
0;0;0;1_8_5_1_RXN_m;0;;;;;;
0;1.46E-05;0.00016863;1_8_5_1_RXN_p;0;;;;;;
0;8.37E-06;0.000127751;1_8_5_1_RXN_x;0;;;;;;
-0.000141788;-0.00017174;0.000168122;10_FORMYL_THF_pc;-0.00083461;;;;;;
0;0;0;12_ALPHA_L_FUCOSIDASE_RXN_c;0;;;;;;
0;0;0;12_OXOPHYTODIENOATE_REDUCTASE_RXN_c;0;;;;;;
-0.00304661;-0.003327772;0.000786829;1TRANSKETO_RXN_p;-0.017933403;;;;;;
0;3.89E-05;0.000272239;2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c;0;;;;;;
0;0;0;2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c;0;;;;;;
0;2.76E-14;2.20E-12;2_DEHYDROPANTOATE_REDUCT_RXN_c;0;;;;;;
0;0;0;2_HEXADECENAL_REDUCTASE_RXN_c;0;;;;;;
0;0;0;2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c;0;;;;;;
0.000669342;0.000693057;0.000183861;2_ISOPROPYLMALATESYN_RXN_p;0.003939978;;;;;;
0;3.89E-05;0.000272239;2_KETO_ADIPATE_DEHYDROG_RXN_m;0;;;;;;
0.000399106;0.000638953;0.000912546;2_KETOGLUTARATE_xc;0.002349278;;;;;;
0;1.61E-05;0.000146536;2_MEBUCOA_ETF_RXN_m;0;;;;;;
0;0;0;2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c;0;;;;;;
0;0;0;2_OCTAPRENYLPHENOL_HYDROX_RXN_c;0;;;;;;
0;-4.67E-14;4.67E-12;2_1_1_103_RXN_c;0;;;;;;
0;0;0;2_1_1_114_RXN_c;0;;;;;;
0;0;0;2_1_1_121_RXN_c;0;;;;;;
0;0;0;2_1_1_139_RXN_c;0;;;;;;
0;0;0;2_1_1_140_RXN_c;0;;;;;;
0;0;0;2_1_1_142_RXN_c;0;;;;;;
0;0;0;2_1_1_143_RXN_c;0;;;;;;
0;0;0;2_1_1_145_RXN_c;0;;;;;;
0;0;0;2_1_1_146_RXN_c;0;;;;;;
0;0;0;2_1_1_64_RXN_c;0;;;;;;
0;0;0;2_1_1_69_RXN_c;0;;;;;;
0;0;0;2_1_1_88_RXN_c;0;;;;;;
0;0;0;2_3_1_103_RXN_c;0;;;;;;
0;0;0;2_3_1_133_RXN_c;0;;;;;;
0;0;0;2_3_1_150_RXN_c;0;;;;;;
0;0;0;2_3_1_151_RXN_c;0;;;;;;
0;0;0;2_3_1_156_RXN_c;0;;;;;;
0;0;0;2_3_1_160_RXN_c;0;;;;;;
0;0;0;2_3_1_162_RXN_c;0;;;;;;
0;0;0;2_3_1_167_RXN_c;0;;;;;;
0;0;0;2_3_1_172_RXN_c;0;;;;;;
0;0;0;2_3_1_179_RXN_c;0;;;;;;
0.001364512;0.001391731;9.46E-05;2_3_1_180_RXN_p;0.00803199;;;;;;
0;0;0;2_3_1_99_RXN_c;0;;;;;;
0;1.37E-05;0.000264385;2_4_1_111_RXN_c;0;;;;;;
0;0;0;2_4_1_114_RXN_c;0;;;;;;
0;0;0;2_4_1_121_RXN_c;0;;;;;;
9.72E-06;0.00010356;0.000690628;2_4_1_123_RXN_c;5.72288E-05;;;;;;
0;0;0;2_4_1_126_RXN_c;0;;;;;;
0;0;0;2_4_1_194_RXN_c;0;;;;;;
0;0;0;2_4_1_195_RXN_c;0;;;;;;
0;0;0;2_4_1_210_RXN_c;0;;;;;;
0;0;0;2_4_1_218_RXN_c;0;;;;;;
0;4.19E-05;0.000464685;2_4_1_67_RXN_c;0;;;;;;
9.72E-06;4.59E-05;0.000431672;2_4_1_82_RXN_c;5.72288E-05;;;;;;
0.000708383;0.00071734;7.29E-05;2_5_1_19_RXN_p;0.004169786;;;;;;
0;0;0;2_5_1_32_RXN_c;0;;;;;;
0;0;0;2_5_1_39_RXN_c;0;;;;;;
0;0;0;2_5_1_41_RXN_c;0;;;;;;
0;0;0;2_5_1_43_RXN_c;0;;;;;;
0;0;0;2_5_1_64_RXN_c;0;;;;;;
0;4.83E-14;4.83E-12;2_6_1_18_RXN_c;0;;;;;;
0;0;0;2_6_1_22_RXN_c;0;;;;;;
0;0;0;2_6_1_49_RXN_c;0;;;;;;
0;0;0;2_6_1_58_RXN_c;0;;;;;;
0;0;0;2_6_1_80_RXN_c;0;;;;;;
0;2.36E-05;0.00049272;2_7_1_133_RXN_c;0;;;;;;
0;4.82E-05;0.000282558;2_7_1_134_RXN_c;0;;;;;;
0;4.17E-05;0.000658759;2_7_1_139_RXN_c;0;;;;;;
0;-6.32E-14;6.27E-12;2_7_1_140_RXN_c;0;;;;;;
0;-9.24E-14;9.24E-12;2_7_1_148_RXN_p;0;;;;;;
0;0;0;2_7_1_151_RXN_c;0;;;;;;
0;0;0;2_7_1_152_RXN_c;0;;;;;;
0.008851017;0.008570138;0.001733748;2_7_1_90_RXN_c;0.052100152;;;;;;
0;0;0;2_7_4_24_RXN_c;0;;;;;;
0;1.46E-05;0.000274882;2_7_7_1_RXN_c;0;;;;;;
0;0;0;2_7_7_11_RXN_c;0;;;;;;
0.00032227;0.000337964;0.000443706;2_7_7_13_RXN_c;0.001896991;;;;;;
0;0;0;2_7_7_14_RXN_c;0;;;;;;
0;1.29E-05;0.000258597;2_7_7_15_RXN_c;0;;;;;;
0;3.42E-06;3.25E-05;2_7_7_34_RXN_c;0;;;;;;
0;0;0;2_7_7_44_RXN_c;0;;;;;;
0;0;0;2_7_7_57_RXN_c;0;;;;;;
0;-9.24E-14;9.24E-12;2_7_7_60_RXN_p;0;;;;;;
0;0;0;2_8_2_26_RXN_c;0;;;;;;
0;0;0;2_8_2_27_RXN_c;0;;;;;;
0;0;0;2_8_2_28_RXN_c;0;;;;;;
0;0;0;23_DIMETHYLMALATE_LYASE_RXN_c;0;;;;;;
0;1.61E-05;0.000146536;2KETO_3METHYLVALERATE_RXN_m;0;;;;;;
0;2.09E-05;0.00017904;2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m;0;;;;;;
0;3.06E-05;0.000240841;2KETOBUTYRYL_TRANS_mc;0;;;;;;
0;3.89E-05;0.000272239;2KG_2K_ADIPATE_mc;0;;;;;;
0;3.51E-07;1.06E-05;2KG_ACONITATE_mc;0;;;;;;
0;-0.000564928;0.000812461;2KG_CIT_mc;0;;;;;;
0;-9.81E-05;0.000730378;2KG_ISOCITRATE_mc;0;;;;;;
0;0.000108437;0.001086203;2KG_MAL_mc;0;;;;;;
-0.002211823;-0.002145718;0.003277502;2KG_MAL_pc;-0.013019555;;;;;;
0;-0.001030541;0.001807356;2KG_OAA_mc;0;;;;;;
0;2.65E-05;0.000530525;2KG_SUC_mc;0;;;;;;
0;5.88E-05;0.00030377;2OXOBUT_TRANS_mc;0;;;;;;
-0.000340652;-0.000334683;0.000133335;2OXOBUT_TRANS_pc;-0.002005195;;;;;;
0.004901645;0.004449737;0.001290632;2OXOGLUTARATEDEH_RXN_m;0.028852779;;;;;;
0;0;0;2OXOGLUTDECARB_RXN_m;0;;;;;;
0.008870885;0.008150602;0.002876125;2PGADEHYDRAT_RXN_c;0.052217097;;;;;;
0.009166626;0.009757563;0.002261232;2PGADEHYDRAT_RXN_p;0.053957931;;;;;;
0;0;0;2PHENYLETHANOL_biomass;0;;;;;;
0.002324112;0.002610432;0.000791705;2TRANSKETO_RXN_p;0.01368053;;;;;;
0;-2.76E-14;2.20E-12;3_CH3_2_OXOBUTANOATE_OH_CH3_XFER_RXN_c;0;;;;;;
0;0;0;3_CYANOALANINE_HYDRATASE_RXN_c;0;;;;;;
0.000708383;0.00071734;7.29E-05;3_DEHYDROQUINATE_DEHYDRATASE_RXN_p;0.004169786;;;;;;
0.000708383;0.00071734;7.29E-05;3_DEHYDROQUINATE_SYNTHASE_RXN_p;0.004169786;;;;;;
0;0;0;3_DEHYDROSPHINGANINE_REDUCTASE_RXN_c;0;;;;;;
0;-3.89E-05;0.000272239;3_HYDROXBUTYRYL_COA_DEHYDRATASE_RXN_x;0;;;;;;
0;4.83E-14;4.83E-12;3_HYDROXY_PROPIONATE_mc;0;;;;;;
0;0;0;3_HYDROXYBENZOATE_6_MONOOXYGENASE_RXN_c;0;;;;;;
0;0;0;3_HYDROXYBUTYRYL_COA_DEHYDROGENASE_RXN_c;0;;;;;;
0;3.60E-05;0.000246207;3_HYDROXYISOBUTYRATE_DEHYDROGENASE_RXN_m;0;;;;;;
0;3.60E-05;0.000246207;3_HYDROXYISOBUTYRYL_COA_HYDROLASE_RXN_m;0;;;;;;
0;4.83E-14;4.83E-12;3_HYDROXYPROPIONATE_DEHYDROGENASE_RXN_c;0;;;;;;
0;0.000110953;0.000408835;3_HYDROXYPROPIONATE_DEHYDROGENASE_RXN_m;0;;;;;;
0.000669342;0.000693057;0.000183861;3_ISOPROPYLMALDEHYDROG_RXN_p;0.003939978;;;;;;
0.000669342;0.000693057;0.000183861;3_ISOPROPYLMALISOM_RXN_p;0.003939978;;;;;;
0;0;0;3_OXOACYL_ACP_REDUCT_RXN_c;0;;;;;;
0;0;0;3_OXOADIPATE_ENOL_LACTONASE_RXN_c;0;;;;;;
0;0;0;3_OXOLAURATE_DECARBOXYLASE_RXN_c;0;;;;;;
0;4.90E-05;0.000713793;3_PHOSPHOGLYCERATE_PHOSPHATASE_RXN_c;0;;;;;;
0;0;0;3_1_1_78_RXN_c;0;;;;;;
0;0;0;3_1_1_82_RXN_c;0;;;;;;
0;0;0;3_1_2_14_RXN_c;0;;;;;;
0.000436753;0.000440038;2.18E-05;3_1_2_14_RXN_p;0.002570879;;;;;;
0;0;0;3_1_2_21_RXN_c;0;;;;;;
0;6.84E-06;5.31E-05;3_1_2_21_RXN_p;0;;;;;;
0;0;0;3_1_2_23_RXN_c;0;;;;;;
0;2.92E-05;0.000551075;3_1_3_46_RXN_c;0;;;;;;
0;0;0;3_1_3_56_RXN_c;0;;;;;;
0;0;0;3_1_3_57_RXN_c;0;;;;;;
0;3.95E-05;0.000619967;3_1_3_74_RXN_c;0;;;;;;
0;0;0;3_1_3_76_RXN_c;0;;;;;;
0;2.91E-05;0.000134827;3_1_3_77_RXN_c;0;;;;;;
0;0;0;3_5_1_26_RXN_c;0;;;;;;
0;0;0;3_5_1_86_RXN_c;0;;;;;;
0;1.47E-05;8.38E-05;3_5_2_17_RXN_x;0;;;;;;
0;0;0;3_5_5_4_RXN_c;0;;;;;;
0;0;0;3_6_1_17_RXN_c;0;;;;;;
0;0;0;3_7_1_8_RXN_c;0;;;;;;
0;0;0;3_7_1_9_RXN_c;0;;;;;;
0;2.14E-05;0.000270809;325_BISPHOSPHATE_NUCLEOTIDASE_RXN_c;0;;;;;;
-0.009166626;-0.009757563;0.002261232;3PGAREARR_RXN_p;-0.053957931;;;;;;
-0.00226319;-0.004034363;0.0042159;3PGA_Pi_pc;-0.013321919;;;;;;
0;-6.00E-05;0.000552584;4_AMINO_BUTYRATE_mc;0;;;;;;
0;-4.20E-14;4.10E-12;4_COUMARATE__COA_LIGASE_RXN_c;0;;;;;;
0;7.43E-06;6.73E-05;4_HYDROXYPHENYLPYRUVATE_DIOXYGENASE_RXN_c;0;;;;;;
0;0;0;4_NITROPHENYLPHOSPHATASE_RXN_c;0;;;;;;
0;2.66E-05;0.00052837;4_1_1_32_RXN_c;0;;;;;;
0;3.09E-05;0.00013998;4_1_99_4_RXN_c;0;;;;;;
0;0;0;4_2_1_107_RXN_c;0;;;;;;
0.001364512;0.001391731;9.46E-05;4_2_1_58_RXN_p;0.00803199;;;;;;
0.001364512;0.001391731;9.46E-05;4_2_1_59_RXN_p;0.00803199;;;;;;
0.001364205;0.00138222;6.34E-05;4_2_1_61_RXN_p;0.008030184;;;;;;
0;5.25E-05;0.000737168;4_2_1_93_RXN_c;0;;;;;;
0;0;0;4_2_3_19_RXN_c;0;;;;;;
0;0;0;4_2_3_27_RXN_c;0;;;;;;
0;1.76E-05;0.000344325;4_3_1_17_RXN_c;0;;;;;;
0;3.09E-05;0.00013998;4_4_1_14_RXN_c;0;;;;;;
0;0;0;4_4_1_19_RXN_c;0;;;;;;
0;0;0;4OHBENZOATE_OCTAPRENYLTRANSFER_RXN_c;0;;;;;;
