minFlux,maxFlux,fluxSpan,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,0.00110282815329754,0.00110282815329754,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,0.0067395829552197,0.0067395829552197,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
-0.000173954655,-0.00015738754495942,1.65671100405802e-05,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,0,0,1_1_1_34_RXN_c
0,0.0113215060955554,0.0113215060955554,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,0.0138134642620571,0.0138134642620571,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0.0164896098855833,0.0335904769,0.0171008670144167,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,0,0,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
-0.00448944365848547,0.0136291070000425,0.018118550658528,1_18_1_2_RXN_p
0,0,0,1_2_1_1_RXN_c
-0.0138134642604655,0,0.0138134642604655,1_2_1_13_RXN_p
0,0.000815937069155608,0.000815937069155608,1_2_1_2_RXN_m
0,0.000815937069033786,0.000815937069033786,1_2_1_2_RXN_p
0,0.00159036152346179,0.00159036152346179,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0,0.0108898520090077,0.0108898520090077,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,0.00182070685682565,0.00182070685682565,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,0,0,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
9.880665e-05,0.00010920735,1.04007e-05,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,0.0138134642602949,0.0138134642602949,1_5_1_7_RXN_c
-0.0138134642589876,0,0.0138134642589876,1_5_1_8_RXN_c
0,0.00168481366084003,0.00168481366084003,1_5_1_9_RXN_c
0,0.00586630667612447,0.00586630667612447,1_5_5_1_RXN_m
0,0.00213023973638825,0.00213023973638825,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
0.00032039415,0.00115602935366442,0.000835635203664418,1_8_4_9_RXN_p
0,0.00392797779483621,0.00392797779483621,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,0.00196398889809572,0.00196398889809572,1_8_5_1_RXN_p
0,0.00196398889718214,0.00196398889718214,1_8_5_1_RXN_x
-0.00103490962476371,-0.000141787499956081,0.000893122124807633,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
-0.00361669366054684,0.00128361466033766,0.00490030832088451,1TRANSKETO_RXN_p
0,0.00168481366084003,0.00168481366084003,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,0,0,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
0.00066924555,0.00202867408692929,0.00135942853692929,2_ISOPROPYLMALATESYN_RXN_p
0,0.00168481366084003,0.00168481366084003,2_KETO_ADIPATE_DEHYDROG_RXN_m
-1000,1000,2000,2_KETOGLUTARATE_xc
0,0.00110282815329754,0.00110282815329754,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,0,0,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.0013645120085,0.00187184294886687,0.000507330940366871,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,0.00526005350268399,0.00526005350268399,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
9.7223e-06,0.00526977580268843,0.00526005350268843,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
0,0.00526005350342492,0.00526005350342492,2_4_1_67_RXN_c
9.7223e-06,0.00526977580327917,0.00526005350327917,2_4_1_82_RXN_c
0.000708382700027391,0.00138833952281235,0.000679956822784957,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,0,0,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,0,0,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
-1000,1000,2000,2_6_1_58_RXN_c
0,0,0,2_6_1_80_RXN_c
0,0.0105201070064401,0.0105201070064401,2_7_1_133_RXN_c
0,0.00175335116781002,0.00175335116781002,2_7_1_134_RXN_c
0,0.0105201070075793,0.0105201070075793,2_7_1_139_RXN_c
0,0,0,2_7_1_140_RXN_c
0,0,0,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
-0.00149405061870311,0.0282974872715158,0.0297915378902189,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,0.00526005350337494,0.00526005350337494,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
0,0.0108423767410212,0.0108423767410212,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,0.00526005350294628,0.00526005350294628,2_7_7_15_RXN_c
0,0.000356192864956029,0.000356192864956029,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,0,0,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,0.00110282815329754,0.00110282815329754,2KETO_3METHYLVALERATE_RXN_m
0,0.00132171937426065,0.00132171937426065,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,0.00263002675137614,0.00263002675137614,2KETOBUTYRYL_TRANS_mc
0,0.00168481366085871,0.00168481366085871,2KG_2K_ADIPATE_mc
-1000,1000,2000,2KG_ACONITATE_mc
-1000,1000,2000,2KG_CIT_mc
-1000,1000,2000,2KG_ISOCITRATE_mc
-1000,1000,2000,2KG_MAL_mc
-1000,1000,2000,2KG_MAL_pc
-1000,1000,2000,2KG_OAA_mc
-1000,1000,2000,2KG_SUC_mc
0,0.00182070685684721,0.00182070685684721,2OXOBUT_TRANS_mc
-0.00146271747246374,0.0018207068569609,0.00328342432942463,2OXOBUT_TRANS_pc
