minFlux,maxFlux,fluxSpan,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,224.356633463061,224.356633463061,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,1000,1000,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
-7.8540756e-05,-7.8540756021539e-05,-2.15389771990315e-14,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,0,0,1_1_1_34_RXN_c
0,1000,1000,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,999.999712013,999.999712013,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0,1000,1000,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,0,0,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
-1000,0.00732988890001707,1000.0073298889,1_18_1_2_RXN_p
0,0,0,1_2_1_1_RXN_c
-1000,0,1000,1_2_1_13_RXN_p
0,159.719989039758,159.719989039758,1_2_1_2_RXN_m
0,170.789691250435,170.789691250435,1_2_1_2_RXN_p
0,271.081443904694,271.081443904694,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0,1000,1000,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,324.070692779978,324.070692779978,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,0,0,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
5.35737e-05,5.35737e-05,0,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,1000,1000,1_5_1_7_RXN_c
-1000,0,1000,1_5_1_8_RXN_c
0,291.662684423617,291.662684423617,1_5_1_9_RXN_c
0,1000,1000,1_5_5_1_RXN_m
0,889.061431249707,889.061431249707,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
0.0001737197,333.335950349333,333.335776629633,1_8_4_9_RXN_p
0,1000,1000,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,951.482571569448,951.482571569448,1_8_5_1_RXN_p
0,819.269777789057,819.269777789057,1_8_5_1_RXN_x
-181.576490026496,-7.68782000477586e-05,181.576413148296,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
-333.334737984152,202.377356679687,535.712094663839,1TRANSKETO_RXN_p
0,291.662684423617,291.662684423617,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,0,0,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
0.000362869,324.071055648978,324.070692779978,2_ISOPROPYLMALATESYN_RXN_p
0,291.662684423617,291.662684423617,2_KETO_ADIPATE_DEHYDROG_RXN_m
-1000,1000,2000,2_KETOGLUTARATE_xc
0,224.356633463061,224.356633463061,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,0,0,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.000863960395,116.665937729842,116.665073769447,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,974.613952969323,974.613952969323,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
2.54231e-06,974.613955511634,974.613952969324,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
0,974.613952969323,974.613952969323,2_4_1_67_RXN_c
2.54231e-06,974.613955511633,974.613952969323,2_4_1_82_RXN_c
0.000384088899930613,207.340251174061,207.339867085161,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,0,0,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,0,0,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
-1000,1000,2000,2_6_1_58_RXN_c
0,0,0,2_6_1_80_RXN_c
0,1000,1000,2_7_1_133_RXN_c
0,324.871317656441,324.871317656441,2_7_1_134_RXN_c
0,1000,1000,2_7_1_139_RXN_c
0,0,0,2_7_1_140_RXN_c
0,0,0,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
-1000,1000,2000,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,987.768430598052,987.768430598052,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
0,999.9899884784,999.9899884784,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,974.613952969323,974.613952969323,2_7_7_15_RXN_c
0,0.00016082154797914,0.00016082154797914,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,0,0,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,224.356633463061,224.356633463061,2KETO_3METHYLVALERATE_RXN_m
0,324.070692779978,324.070692779978,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,487.239107899881,487.239107899881,2KETOBUTYRYL_TRANS_mc
0,291.662684423618,291.662684423618,2KG_2K_ADIPATE_mc
-1000,1000,2000,2KG_ACONITATE_mc
-1000,1000,2000,2KG_CIT_mc
-1000,1000,2000,2KG_ISOCITRATE_mc
-1000,1000,2000,2KG_MAL_mc
-1000,1000,2000,2KG_MAL_pc
-1000,1000,2000,2KG_OAA_mc
-1000,1000,2000,2KG_SUC_mc
0,324.070692779978,324.070692779978,2OXOBUT_TRANS_mc
-224.356818166061,310.808331578599,535.165149744661,2OXOBUT_TRANS_pc
0,468.74486836082,468.74486836082,2OXOGLUTARATEDEH_RXN_m
0,0,0,2OXOGLUTDECARB_RXN_m
-1000,1000,2000,2PGADEHYDRAT_RXN_c
-1000,1000,2000,2PGADEHYDRAT_RXN_p
0,0,0,2PHENYLETHANOL_biomass
-202.377740768587,333.334353895252,535.712094663839,2TRANSKETO_RXN_p
0,0,0,3_CH3_2_OXOBUTANOATE_OH_CH3_XFER_RXN_c
0,0,0,3_CYANOALANINE_HYDRATASE_RXN_c
0.000384088899977542,207.340251174061,207.339867085161,3_DEHYDROQUINATE_DEHYDRATASE_RXN_p
