minFlux,maxFlux,fluxSpan,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,0.000925047188918322,0.000925047188918322,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,0.00565039483910228,0.00565039483910228,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
-9.673335e-05,-8.75206500268177e-05,9.21269997318226e-06,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,0,0,1_1_1_34_RXN_c
0,0.0080412325692123,0.0080412325692123,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,0.0118177664933228,0.0118177664933228,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0.0223219834714221,0.0265787895,0.00425680602857787,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,0,0,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
-0.0118658908855878,-0.00216978935998213,0.00969610152560563,1_18_1_2_RXN_p
0,0,0,1_2_1_1_RXN_c
-0.0118177664921859,0,0.0118177664921859,1_2_1_13_RXN_p
0,0.000608266433464967,0.000608266433464967,1_2_1_2_RXN_m
0,0.000608266433490382,0.000608266433490382,1_2_1_2_RXN_p
0,0.00133787816588438,0.00133787816588438,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0,0.00791942462606375,0.00791942462606375,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,0.00152720054771861,0.00152720054771861,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,0,0,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
6.057162e-05,6.694758e-05,6.37596000000001e-06,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,0.0118177664927308,0.0118177664927308,1_5_1_7_RXN_c
-0.011817766492527,0,0.011817766492527,1_5_1_8_RXN_c
0,0.00137657932475026,0.00137657932475026,1_5_1_9_RXN_c
0,0.00427506282166768,0.00427506282166768,1_5_5_1_RXN_m
0,0.00152881284598439,0.00152881284598439,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
0.00019641212,0.000799879930181309,0.000603467810181309,1_8_4_9_RXN_p
0,0.00286987674493108,0.00286987674493108,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,0.00143493837290622,0.00143493837290622,1_8_5_1_RXN_p
0,0.00143493837304128,0.00143493837304128,1_8_5_1_RXN_x
-0.000802630173893704,-8.69203449838096e-05,0.000715709828909894,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
-0.00502914861293023,-0.000559497021754396,0.00446965159117583,1TRANSKETO_RXN_p
0,0.00137657932475026,0.00137657932475026,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,0,0,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
0.00041026795,0.00154205162069238,0.00113178367069238,2_ISOPROPYLMALATESYN_RXN_p
0,0.00137657932475026,0.00137657932475026,2_KETO_ADIPATE_DEHYDROG_RXN_m
-1000,1000,2000,2_KETOGLUTARATE_xc
0,0.000925047188918322,0.000925047188918322,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,0,0,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.0011319388035,0.00152482945841257,0.000392890654912569,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,0.0037749917202905,0.0037749917202905,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
0,0.00377499171898922,0.00377499171898922,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
0,0.00377499171951654,0.00377499171951654,2_4_1_67_RXN_c
0,0.00377499171963023,0.00377499171963023,2_4_1_82_RXN_c
0.000434259535040837,0.000926638161700455,0.000492378626659617,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,0,0,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,0,0,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
-1000,1000,2000,2_6_1_58_RXN_c
0,0,0,2_6_1_80_RXN_c
0,0.00754998343887638,0.00754998343887638,2_7_1_133_RXN_c
0,0.00125833057316231,0.00125833057316231,2_7_1_134_RXN_c
0,0.00754998343867896,0.00754998343867896,2_7_1_139_RXN_c
0,0,0,2_7_1_140_RXN_c
0,0,0,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
-0.00119874856056867,0.0180175475621809,0.0192162961227496,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,0.00377499171969475,0.00377499171969475,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
0,0.0077291923890019,0.0077291923890019,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,0.00377499171996476,0.00377499171996476,2_7_7_15_RXN_c
0,0.000198073050000858,0.000198073050000858,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,0,0,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,0.000925047188918322,0.000925047188918322,2KETO_3METHYLVALERATE_RXN_m
0,0.00110878943880279,0.00110878943880279,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,0.00188749585973225,0.00188749585973225,2KETOBUTYRYL_TRANS_mc
0,0.00137657932475577,0.00137657932475577,2KG_2K_ADIPATE_mc
-1000,1000,2000,2KG_ACONITATE_mc
-1000,1000,2000,2KG_CIT_mc
-1000,1000,2000,2KG_ISOCITRATE_mc
-1000,1000,2000,2KG_MAL_mc
-1000,1000,2000,2KG_MAL_pc
-1000,1000,2000,2KG_OAA_mc
-1000,1000,2000,2KG_SUC_mc
0,0.00152720054768452,0.00152720054768452,2OXOBUT_TRANS_mc
-0.00114565163096358,0.0015272005477982,0.00267285217876179,2OXOBUT_TRANS_pc
