minFlux,maxFlux,fluxSpan,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,224.354033154631,224.354033154631,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,1000,1000,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
0,0,0,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,0,0,1_1_1_34_RXN_c
0,1000,1000,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,999.999719669,999.999719669,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0,1000,1000,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,0,0,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
-1000,-0.00155920999998216,999.99844079,1_18_1_2_RXN_p
0,0,0,1_2_1_1_RXN_c
-1000,0,1000,1_2_1_13_RXN_p
0,159.718152131037,159.718152131037,1_2_1_2_RXN_m
0,170.787727031207,170.787727031207,1_2_1_2_RXN_p
0,271.080865113134,271.080865113134,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0,1000,1000,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,324.066936778911,324.066936778911,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,0,0,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
1.54171e-05,1.54171e-05,0,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,1000,1000,1_5_1_7_RXN_c
-1000,0,1000,1_5_1_8_RXN_c
0,291.659444963325,291.659444963325,1_5_1_9_RXN_c
0,1000,1000,1_5_5_1_RXN_m
0,889.05332738008,889.05332738008,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
4.99919999583653e-05,333.332863588667,333.332813596667,1_8_4_9_RXN_p
0,1000,1000,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,951.473433179292,951.473433179292,1_8_5_1_RXN_p
0,819.263897503839,819.263897503839,1_8_5_1_RXN_x
-181.574343751908,-2.21235000026354e-05,181.574321628408,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
-333.334686263192,202.373759492107,535.708445755299,1TRANSKETO_RXN_p
0,291.659444963325,291.659444963325,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,0,0,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
0.000104424,324.067041202911,324.066936778911,2_ISOPROPYLMALATESYN_RXN_p
0,291.659444963325,291.659444963325,2_KETO_ADIPATE_DEHYDROG_RXN_m
-1000,1000,2000,2_KETOGLUTARATE_xc
0,224.354033154631,224.354033154631,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,0,0,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.0008409930276,116.664618978358,116.66377798533,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,974.603471625733,974.603471625733,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
0.00047810692,974.603949732653,974.603471625733,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
0,974.603677504214,974.603677504214,2_4_1_67_RXN_c
0.00027222844,974.603949732653,974.603677504213,2_4_1_82_RXN_c
0.00011053069995016,207.337362756759,207.337252226059,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,0,0,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,0,0,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
-1000,1000,2000,2_6_1_58_RXN_c
0,0,0,2_6_1_80_RXN_c
0,1000,1000,2_7_1_133_RXN_c
0,324.867823875244,324.867823875244,2_7_1_134_RXN_c
0,1000,1000,2_7_1_139_RXN_c
0,0,0,2_7_1_140_RXN_c
0,0,0,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
-1000,1000,2000,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,987.760082152837,987.760082152837,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
0,999.9971189472,999.9971189472,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,974.603471625733,974.603471625733,2_7_7_15_RXN_c
0,0,0,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,0,0,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,224.354033154631,224.354033154631,2KETO_3METHYLVALERATE_RXN_m
0,324.066936778911,324.066936778911,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,487.235697479371,487.235697479371,2KETOBUTYRYL_TRANS_mc
0,291.659444963325,291.659444963325,2KG_2K_ADIPATE_mc
-1000,1000,2000,2KG_ACONITATE_mc
-1000,1000,2000,2KG_CIT_mc
-1000,1000,2000,2KG_ISOCITRATE_mc
-1000,1000,2000,2KG_MAL_mc
-1000,1000,2000,2KG_MAL_pc
-1000,1000,2000,2KG_OAA_mc
-1000,1000,2000,2KG_SUC_mc
0,324.066936778911,324.066936778911,2OXOBUT_TRANS_mc
-224.35408630743,310.804710945012,535.158797252443,2OXOBUT_TRANS_pc
0,468.741655452619,468.741655452619,2OXOGLUTARATEDEH_RXN_m
0,0,0,2OXOGLUTDECARB_RXN_m
-1000,1000,2000,2PGADEHYDRAT_RXN_c
-1000,1000,2000,2PGADEHYDRAT_RXN_p
0,0,0,2PHENYLETHANOL_biomass
-202.373870022807,333.334575732492,535.708445755299,2TRANSKETO_RXN_p
0,0,0,3_CH3_2_OXOBUTANOATE_OH_CH3_XFER_RXN_c
0,0,0,3_CYANOALANINE_HYDRATASE_RXN_c
0.00011053069995016,207.337362756759,207.337252226059,3_DEHYDROQUINATE_DEHYDRATASE_RXN_p
0.00011053069995016,207.337362756759,207.337252226059,3_DEHYDROQUINATE_SYNTHASE_RXN_p
