median,mean,std,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,1.15663033919918e-05,0.000107042347684777,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,3.13831081196281e-05,0.000394940492693776,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
-0.000128759295,-0.00012890868461211,1.40668044983289e-06,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,-4.54979479108725e-13,4.67273110888958e-11,1_1_1_34_RXN_c
0,1.77196733242609e-05,0.000310826387207491,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,2.59129836224039e-05,0.000577783360809083,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0.0337106719,0.03311015011907,0.000985738839818796,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,7.78621460898908e-14,7.78621460898928e-12,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
-0.00221643775,-0.00228728037674711,0.000368619266494448,1_18_1_2_RXN_p
0,0,0,1_2_1_1_RXN_c
0,0,0,1_2_1_13_RXN_p
0,1.88809839727151e-05,8.77822834478364e-05,1_2_1_2_RXN_m
0,1.07191586625867e-06,2.41309461908904e-05,1_2_1_2_RXN_p
0,2.84770950453347e-05,0.000185709478066979,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0,9.52342675560332e-05,0.000492993616217356,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,4.37298407550517e-05,0.000241338783573728,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,0,0,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
8.37839e-05,8.37838998453121e-05,9.92807336468619e-12,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,3.16805590208396e-05,0.000635432063737216,1_5_1_7_RXN_c
0,-6.21528701586887e-05,0.000665726549967588,1_5_1_8_RXN_c
0,3.04723114099584e-05,0.000203344251180393,1_5_1_9_RXN_c
0,0.000107879478084719,0.000432349761961924,1_5_5_1_RXN_m
0,4.90905315248659e-06,8.08266406916971e-05,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
0.0002657129,0.000270577316716539,5.02061521905867e-05,1_8_4_9_RXN_p
0,2.52430867219476e-05,0.000203103232707171,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,7.57469844773393e-06,9.75938557287055e-05,1_8_5_1_RXN_p
0,3.63338864770355e-06,6.75237153431197e-05,1_8_5_1_RXN_x
-0.000120862,-0.000140366748677901,0.000109516060044937,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
-0.00259944380382554,-0.00278236897144298,0.000536540189233646,1TRANSKETO_RXN_p
0,3.04723114099584e-05,0.000203344251180393,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,0,0,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
0.000556785,0.000576031364472673,0.000149448351470051,2_ISOPROPYLMALATESYN_RXN_p
0,3.04723114099584e-05,0.000203344251180393,2_KETO_ADIPATE_DEHYDROG_RXN_m
0.0002642921,0.000246456698207375,0.000142109196389998,2_KETOGLUTARATE_xc
0,1.15663033919918e-05,0.000107042347684777,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,0,0,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.0011506703046252,0.00115837703148701,6.5990435830803e-05,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,8.87350240723511e-06,0.000171117362937924,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
1.079105e-05,6.28246250471155e-05,0.000411723147819357,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
0,2.26482160364935e-05,0.000272501906859138,2_4_1_67_RXN_c
1.079105e-05,3.2246319934965e-05,0.000265856598697702,2_4_1_82_RXN_c
0.0006122553,0.000616421968315947,4.1083185144514e-05,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,-2.46131027562295e-14,1.53148816656713e-12,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,-2.45417339222385e-14,2.45417339222392e-12,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
0,0,0,2_6_1_58_RXN_c
0,-2.46131027566813e-14,1.53148816660097e-12,2_6_1_80_RXN_c
0,1.77852841127219e-05,0.000343054042702577,2_7_1_133_RXN_c
0,3.32396505752384e-05,0.000188592129667378,2_7_1_134_RXN_c
0,2.72136418298544e-05,0.0004244837314818,2_7_1_139_RXN_c
0,0,0,2_7_1_140_RXN_c
0,-1.5579179193783e-14,1.29958710903974e-12,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
0.00741263365036667,0.00729716604832169,0.00123780504109662,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,7.88261828906072e-06,0.000161418057801475,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
0.000263649985,0.000271484718105607,0.000251386941961325,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,1.14201845134913e-05,0.000193194489192341,2_7_7_15_RXN_c
0,1.84554977779435e-06,2.23290929286768e-05,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,-1.5579179193783e-14,1.29958710903974e-12,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,1.15663033919918e-05,0.000107042347684777,2KETO_3METHYLVALERATE_RXN_m
0,1.92463644726698e-05,0.000149448351470051,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,1.70484389565488e-05,0.000141622878799042,2KETOBUTYRYL_TRANS_mc
0,3.04723114099584e-05,0.000203344251180393,2KG_2K_ADIPATE_mc
0,0,0,2KG_ACONITATE_mc
-0.000752344078857232,-0.000671971305528492,0.000669610843640611,2KG_CIT_mc
