median,mean,std,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,7.51299256003602e-06,7.27596179904349e-05,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,2.02378266135354e-05,0.000269907368860853,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
0,0,0,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,-5.02044850755668e-13,5.03059504732117e-11,1_1_1_34_RXN_c
0,7.04076387235258e-06,0.000157123310216672,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,2.01243531047709e-05,0.00047393508264792,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0.017476463,0.0170914871692782,0.000648868978817661,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,2.31713317621691e-13,1.35506345244282e-11,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
-0.001467755,-0.00150653969656057,0.000225869897618264,1_18_1_2_RXN_p
0,-8.15599978176456e-14,7.56747897268877e-12,1_2_1_1_RXN_c
0,0,0,1_2_1_13_RXN_p
0,1.22470425459383e-05,6.01651229354256e-05,1_2_1_2_RXN_m
0,4.57983579756162e-07,1.33794560091522e-05,1_2_1_2_RXN_p
0,2.29117092373843e-05,0.000137842300796128,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0,6.00901825182524e-05,0.000441757292898418,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,3.82107018029494e-05,0.000183546029997765,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,0,0,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
1.35573e-05,1.35573002094692e-05,1.35627872801231e-11,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,2.01527034866391e-05,0.000474600018877597,1_5_1_7_RXN_c
0,-4.55311219758657e-05,0.000494557604621269,1_5_1_8_RXN_c
0,2.53784184892267e-05,0.00014270611814017,1_5_1_9_RXN_c
0,4.57418773071678e-05,0.000250706856065248,1_5_5_1_RXN_m
0,3.2548869319657e-06,5.2442789011782e-05,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
4.29955e-05,4.61507568572256e-05,3.29613858213649e-05,1_8_4_9_RXN_p
0,1.64244578791438e-05,0.000130807668610836,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,5.55993744934812e-06,6.77728830870066e-05,1_8_5_1_RXN_p
0,2.25138708896026e-06,4.27747773434564e-05,1_8_5_1_RXN_x
-1.95569e-05,-3.06349921547414e-05,6.34893175930529e-05,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
-0.00287114368274809,-0.00301742819378995,0.000420881611277269,1TRANSKETO_RXN_p
0,2.53784184892267e-05,0.00014270611814017,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,9.82050454989218e-14,9.54676822218264e-12,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
9.00946e-05,0.000102842847301142,0.00010183881661782,2_ISOPROPYLMALATESYN_RXN_p
0,2.53784184892267e-05,0.00014270611814017,2_KETO_ADIPATE_DEHYDROG_RXN_m
4.27657e-05,4.06022255058251e-05,8.05238168954042e-05,2_KETOGLUTARATE_xc
0,7.51299255838764e-06,7.27596179906046e-05,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,0,0,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.0007989402226,0.000813060867833995,4.50225834186524e-05,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,9.95320894673573e-06,0.000168438581050854,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
0.00045420507,0.00050759547326052,0.000383136050553462,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
0.00019558638,0.000218224987853296,0.000258472097321124,2_4_1_67_RXN_c
0.00025861869,0.000279132857315243,0.000241075077294169,2_4_1_82_RXN_c
9.90703e-05,0.000102233867438842,2.83079890578924e-05,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,-5.17982936944143e-15,4.15913415000721e-13,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,-1.93679822152739e-13,1.34925966947526e-11,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
0,-1.01436756285995e-13,9.00219330037056e-12,2_6_1_58_RXN_c
0,-5.17982936989318e-15,4.15913415043986e-13,2_6_1_80_RXN_c
0,1.40396881726393e-05,0.000238041282221722,2_7_1_133_RXN_c
0,1.98482681593047e-05,0.000113791656363669,2_7_1_134_RXN_c
0,1.19073370502866e-05,0.000218063207784084,2_7_1_139_RXN_c
0,6.83565557999519e-14,6.95511621463052e-12,2_7_1_140_RXN_c
0,8.85965223167702e-13,6.38791237092129e-11,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
0.001801211805,0.00215183538711467,0.000763046436619735,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,8.21138301985641e-06,0.000150957203509733,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
0,1.86892164030069e-05,0.000307487746159715,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,7.84933710384437e-06,0.000149320359150054,2_7_7_15_RXN_c
0,-4.28373531295453e-15,4.28373531295468e-13,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,8.85965223170094e-13,6.38791237094109e-11,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,7.51299255838764e-06,7.27596179906046e-05,2KETO_3METHYLVALERATE_RXN_m
0,1.27482473223539e-05,0.000101838816615164,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,1.03686765360565e-05,8.48384174227062e-05,2KETOBUTYRYL_TRANS_mc
