median,mean,std,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,5.30981621773181e-06,4.82732246136667e-05,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,1.59119796703564e-05,0.00021003221496821,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
-6.456219e-05,-6.46446519959154e-05,7.40901856934434e-07,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,-3.94907371860354e-12,1.23755690757072e-10,1_1_1_34_RXN_c
0,7.98316736919998e-06,0.000148346437469022,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,1.13786012789128e-05,0.000250540951250198,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0.018118928,0.0177789884639991,0.000551629561082772,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,4.21393502805356e-14,4.21393502805352e-12,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
-0.0016192694,-0.00166189646153436,0.000213548925214589,1_18_1_2_RXN_p
0,0,0,1_2_1_1_RXN_c
0,0,0,1_2_1_13_RXN_p
0,1.05408503198907e-05,4.94630649992481e-05,1_2_1_2_RXN_m
0,4.33946592326745e-07,1.13784630830757e-05,1_2_1_2_RXN_p
0,1.11932863253885e-05,7.9090899572725e-05,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0,6.97401826610327e-05,0.000353547532603868,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,1.80991835617256e-05,9.94500220048918e-05,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,2.61568706141878e-15,2.6156870614188e-13,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
4.71108e-05,4.71108005726643e-05,2.07421033612492e-11,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,1.52317902769349e-05,0.000290164785066844,1_5_1_7_RXN_c
0,-2.66355565692021e-05,0.00030306297755214,1_5_1_8_RXN_c
0,1.14037662922672e-05,8.94371296854512e-05,1_5_1_9_RXN_c
0,4.36126594468222e-05,0.000207871306285518,1_5_5_1_RXN_m
0,3.31785642313195e-06,4.9963967034824e-05,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
0.0001494078,0.000152281860989234,2.91415379380336e-05,1_8_4_9_RXN_p
0,1.262164647587e-05,0.000103424761945607,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,4.82012879750739e-06,5.80476036383696e-05,1_8_5_1_RXN_p
0,3.30859967045092e-06,4.79173778271059e-05,1_8_5_1_RXN_x
-6.79593e-05,-7.82376353227341e-05,5.94038484459123e-05,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
-0.00182022949356501,-0.00187345722898545,0.000262898582601417,1TRANSKETO_RXN_p
0,1.14037662922672e-05,8.94371296854512e-05,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,-2.59298810672872e-14,2.32824826907116e-12,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
0.000313075,0.000319990024079394,5.93542293505266e-05,2_ISOPROPYLMALATESYN_RXN_p
0,1.14037662922672e-05,8.94371296854512e-05,2_KETO_ADIPATE_DEHYDROG_RXN_m
0.0001486089,0.000142644105652185,8.71300528266908e-05,2_KETOGLUTARATE_xc
0,5.30981621773181e-06,4.82732246136667e-05,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,0,0,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.000839966537438726,0.000841867460712418,3.67433806944523e-05,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,4.81693148642996e-06,9.45759709374241e-05,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
2.415185e-06,3.20430998281863e-05,0.000233353156850203,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
0,1.34379082075629e-05,0.000157976495225223,2_4_1_67_RXN_c
2.415185e-06,1.41101038842922e-05,0.000147093542803476,2_4_1_82_RXN_c
0.0003442641,0.000347169560243414,2.57109173836456e-05,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,-5.30950131047367e-15,5.30950131047359e-13,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,6.43204876549129e-14,4.75827805221241e-12,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
0,-4.09892492506374e-14,2.89823267308946e-12,2_6_1_58_RXN_c
0,-5.30950131047367e-15,5.30950131047359e-13,2_6_1_80_RXN_c
0,1.07801912938799e-05,0.000200216433935554,2_7_1_133_RXN_c
0,1.75696454711446e-05,0.000102723510967407,2_7_1_134_RXN_c
0,1.45379727832622e-05,0.000232614658051181,2_7_1_139_RXN_c
0,0,0,2_7_1_140_RXN_c
0,-1.63741172126278e-15,1.63741172126282e-13,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
0.0046776493559295,0.00458778817866464,0.000610047131195215,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,6.68812792192529e-06,0.000111404819950235,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
0.00013219877,0.000137103049884157,0.000153938475568413,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,6.53658727200177e-06,0.000110324491065289,2_7_7_15_RXN_c
0,1.5841987148622e-06,1.43152171120076e-05,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,-1.63741172126278e-15,1.63741172126282e-13,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,5.30981621773181e-06,4.82732246136667e-05,2KETO_3METHYLVALERATE_RXN_m
0,6.91502407939676e-06,5.93542293505265e-05,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,1.10831877305162e-05,8.56859197853661e-05,2KETOBUTYRYL_TRANS_mc
