median,mean,std,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,1.03695284768984e-05,9.15072982468983e-05,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,3.65664399429462e-05,0.000432834743690424,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
-8.698599e-05,-8.70751835391526e-05,8.92604749205566e-07,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,0,0,1_1_1_34_RXN_c
0,1.88140745857343e-05,0.000320680009348846,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,2.07841756349199e-05,0.000475013381602473,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0.032623193,0.0320108825634695,0.0010132066127931,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,0,0,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
-0.0029937092,-0.00307428152325528,0.000391427981068668,1_18_1_2_RXN_p
0,0,0,1_2_1_1_RXN_c
0,0,0,1_2_1_13_RXN_p
0,1.57901905195151e-05,7.91238393047927e-05,1_2_1_2_RXN_m
0,9.67904965469069e-07,2.3450884060396e-05,1_2_1_2_RXN_p
0,2.18259174053121e-05,0.000151149963942267,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0,0.000299842290681817,0.00101056562573027,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,3.04449994880014e-05,0.000176109250879203,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,0,0,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
7.38639e-05,7.38638997041778e-05,1.10193963898666e-11,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,2.78462552890575e-05,0.000547544834426463,1_5_1_7_RXN_c
0,-5.10985549042487e-05,0.000572761161152478,1_5_1_8_RXN_c
0,2.32522996151912e-05,0.000171886911865803,1_5_1_9_RXN_c
0,7.94244098667721e-05,0.000407186165845041,1_5_5_1_RXN_m
0,5.45066802910764e-06,8.57468222776836e-05,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
0.0002342519,0.000239690367012567,5.39739819884724e-05,1_8_4_9_RXN_p
0,2.56713487907961e-05,0.000194685571262061,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,8.60047661559063e-06,0.000105024215389289,1_8_5_1_RXN_p
0,6.82119194276391e-06,9.37033220777785e-05,1_8_5_1_RXN_x
-0.000106552,-0.000124490499200157,0.000104624676334302,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
-0.00416263681967626,-0.00425092912024376,0.000528553540329195,1TRANSKETO_RXN_p
0,2.32522996151912e-05,0.000171886911865803,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,9.49127692371245e-14,9.49127692371238e-12,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
0.000490861,0.000504115831504718,0.00011336927428402,2_ISOPROPYLMALATESYN_RXN_p
0,2.32522996151912e-05,0.000171886911865803,2_KETO_ADIPATE_DEHYDROG_RXN_m
0.0002330001,0.000227422596415368,0.000159455512446195,2_KETOGLUTARATE_xc
0,1.03695284768984e-05,9.15072982468983e-05,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,0,0,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.00164692235340801,0.00165459776562404,7.25165625995574e-05,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,1.02299089103422e-05,0.000186767934786312,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
0.00022650375,0.000280657581001603,0.000427468164423166,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
8.95603e-05,0.000112823474937739,0.000284927571417165,2_4_1_67_RXN_c
0.00013694345,0.000156775390246266,0.00026022936122794,2_4_1_82_RXN_c
0.0005397634,0.000544526543796,4.46638475909851e-05,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,0,0,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,-9.49127692371245e-14,9.49127692371238e-12,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
0,0,0,2_6_1_58_RXN_c
0,0,0,2_6_1_80_RXN_c
0,2.9020791846732e-05,0.000446879896777417,2_7_1_133_RXN_c
0,3.36608741221234e-05,0.000192464340260027,2_7_1_134_RXN_c
0,1.79668253848323e-05,0.00035191770170529,2_7_1_139_RXN_c
0,0,0,2_7_1_140_RXN_c
0,0,0,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
0.00835340427160948,0.00819487577814937,0.000995007264786093,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,1.02586068302811e-05,0.000187325505702584,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
0.00017811417,0.000194295932887836,0.000365772833263363,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,8.60916331420046e-06,0.000171999712838932,2_7_7_15_RXN_c
0,3.34921997267626e-06,2.41145381804191e-05,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,0,0,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,1.03695284768984e-05,9.15072982468983e-05,2KETO_3METHYLVALERATE_RXN_m
0,1.32548315047135e-05,0.00011336927428402,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,1.95410131310279e-05,0.00015495260895048,2KETOBUTYRYL_TRANS_mc
0,2.32522996151912e-05,0.000171886911865803,2KG_2K_ADIPATE_mc
0,3.35505297477378e-06,5.06891270374333e-05,2KG_ACONITATE_mc
0,-3.75569878551728e-05,0.000198861091925086,2KG_CIT_mc
0,-1.09733125308988e-05,0.000444911559056274,2KG_ISOCITRATE_mc
0,9.72733996221763e-05,0.000836424907099153,2KG_MAL_mc
